source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
source_clean	result_all_converted.clean.csv	791		151					哆哆鸡		ci52	ci52				roundtrip_mismatch	tɕi52	tci52	
source_clean	result_all_converted.clean.csv	792		151					赖孵鸡娘		la11bu11ci11gnian11	la11bu11ci11gnian11				roundtrip_mismatch	la11bu11tɕi11ȵiaŋ11	la11bu11tci11gnian11	
source_clean	result_all_converted.clean.csv	794		151					小鸡		shiau335ci52	shiau335ci52				roundtrip_mismatch	ɕiɒ335tɕi52	shiau335tci52	
source_clean	result_all_converted.clean.csv	795		151					火鸡		hu335ci52	hu335ci52				roundtrip_mismatch	hu335tɕi52	hu335tci52	
source_clean	result_all_converted.clean.csv	796		151					乌骨鸡		u33kueq5ci52	u33kueq5ci52				roundtrip_mismatch	u33kueʔ5tɕi52	u33kueq5tci52	
source_clean	result_all_converted.clean.csv	798		151					雄鸭		yon11aeq5	yon11aeq5				roundtrip_mismatch	ɦioŋ11æʔ5	yion11aeq5	
source_clean	result_all_converted.clean.csv	809		151					雄鹅		yon11ngo52	yon11ngo52				roundtrip_mismatch	ɦioŋ11ŋo52	yion11ngo52	
source_clean	result_all_converted.clean.csv	814		151					鸡子		ci33tsy55	ci33tsy55				roundtrip_mismatch	tɕi33tsɿ55	tci33tsy55	
source_clean	result_all_converted.clean.csv	815		151					鸡蛋		ci33daen55	ci33daen55				roundtrip_mismatch	tɕi33dæ̃55	tci33daen55	
source_clean	result_all_converted.clean.csv	831		152					脚爪		ciaq3tsau55	ciaq3tsau55				roundtrip_mismatch	tɕiaʔ3tsɒ55	tciaq3tsau55	
source_clean	result_all_converted.clean.csv	841		152					槐树		wa11zhiu55	wa11zhiu55				roundtrip_mismatch	ɦua11ʑy55	wua11zhiu55	
source_clean	result_all_converted.clean.csv	899		154					槐花		wa11huo52	wa11huo52				roundtrip_mismatch	ɦua11huo52	wua11huo52	
source_clean	result_all_converted.clean.csv	901		154					芍药花		zoq1yaq5huo52	zoq1yaq5huo52				roundtrip_mismatch	zoʔ1ɦiaʔ5huo52	zoq1yiaq5huo52	
source_clean	result_all_converted.clean.csv	906		155					金桂		cin33kue55	cin33kue55				roundtrip_mismatch	tɕiŋ33kuᴇ55	tcin33kue55	
source_clean	result_all_converted.clean.csv	909		155					菊花		cioeq3huo52	cioeq3huo52				roundtrip_mismatch	tɕiøʔ3huo52	tcioeq3huo52	
source_clean	result_all_converted.clean.csv	911		155					月月红		gnioeq1gnioeq5won52	gnioeq1gnioeq5won52				roundtrip_mismatch	ȵiøʔ1ȵiøʔ5ɦuoŋ52	gnioeq1gnioeq5wuon52	
source_clean	result_all_converted.clean.csv	915		155					金银花		cin33gnin55huo52	cin33gnin55huo52				roundtrip_mismatch	tɕiŋ33ȵiŋ55huo52	tcin33gnin55huo52	
source_clean	result_all_converted.clean.csv	918		155					野百合		ya115paq5keq54	ya115paq5keq54				roundtrip_mismatch	ɦia115paʔ5keʔ54	yia115paq5keq54	
source_clean	result_all_converted.clean.csv	923		155					水芭蕉		sy335po55ciau52	sy335po55ciau52				roundtrip_mismatch	sɿ335po55tɕiɒ52	sy335po55tciau52	
source_clean	result_all_converted.clean.csv	924		155					鸡冠花		ci33kuoen55huo52	ci33kuoen55huo52				roundtrip_mismatch	tɕi33kuø̃55huo52	tci33kuoen55huo52	
source_clean	result_all_converted.clean.csv	931		155					映山红		ian335saen55won52	ian335saen55won52				roundtrip_mismatch	iaŋ335sæ̃55ɦuoŋ52	ian335saen55wuon52	
source_clean	result_all_converted.clean.csv	932		155					夜姣姣		ya11ciau11ciau11	ya11ciau11ciau11				roundtrip_mismatch	ɦia11tɕiɒ11tɕiɒ11	yia11tciau11tciau11	
source_clean	result_all_converted.clean.csv	935		156					怕痒花		pho33yan33huo33	pho33yan33huo33				roundtrip_mismatch	pʰo33ɦiaŋ33huo33	pho33yian33huo33	
source_clean	result_all_converted.clean.csv	954		156					槿杞柳		cin335chi55lieu52	cin335chi55lieu52				roundtrip_mismatch	tɕiŋ335tɕʰi55liɤ52	tcin335chi55lieu52	
source_clean	result_all_converted.clean.csv	959		156					芦苇		lu11we52	lu11we52				roundtrip_mismatch	lu11ɦuᴇ52	lu11wue52	
source_clean	result_all_converted.clean.csv	967		157					活芦菩		weq1lu55bu52	weq1lu55bu52				roundtrip_mismatch	ɦueʔ1lu55bu52	wueq1lu55bu52	
source_clean	result_all_converted.clean.csv	1030		159					芋节		gniu11ciq1	gniu11ciq1				roundtrip_mismatch	ȵy11tɕieʔ1	gniu11tciq1	
source_clean	result_all_converted.clean.csv	1033		159					洋芋奶		yan11gniu55na52	yan11gniu55na52				roundtrip_mismatch	ɦiaŋ11ȵy55na52	yian11gniu55na52	
source_clean	result_all_converted.clean.csv	1035		159					洋蕃薯		yan11zhiu52	yan11zhiu52				roundtrip_mismatch	ɦiaŋ11ʑy52	yian11zhiu52	
source_clean	result_all_converted.clean.csv	1040		159					小阳生		shiau335yan55san52	shiau335yan55san52				roundtrip_mismatch	ɕiɒ335ɦiaŋ55saŋ52	shiau335yian55san52	
source_clean	result_all_converted.clean.csv	1060		160					稻械		dau115ya52	dau115ya52				roundtrip_mismatch	dɒ115ɦia52	dau115yia52	
source_clean	result_all_converted.clean.csv	1068		160					药性萝萄		yaq1shin55lo55dau52	yaq1shin55lo55dau52				roundtrip_mismatch	ɦiaʔ1ɕiŋ55lo55dɒ52	yiaq1shin55lo55dau52	
source_clean	result_all_converted.clean.csv	1071		160					高脚白		kau33ciaq5baq54	kau33ciaq5baq54				roundtrip_mismatch	kɒ33tɕiaʔ5baʔ54	kau33tciaq5baq54	
source_clean	result_all_converted.clean.csv	1079		160					卷心菜		cioen335shin55tshe52	cioen335shin55tshe52				roundtrip_mismatch	tɕiø̃335ɕiŋ55tsʰᴇ52	tcioen335shin55tshe52	
source_clean	result_all_converted.clean.csv	1082		160					油德儿菜		yeu11teoq5gni55tshe52	yeu11teoq5gni55tshe52				roundtrip_mismatch	ɦiɤ11təʔ5ȵi55tsʰᴇ52	yieu11teoq5gni55tshe52	
source_clean	result_all_converted.clean.csv	1083		161					油菜		yeu11tshe55	yeu11tshe55				roundtrip_mismatch	ɦiɤ11tsʰᴇ55	yieu11tshe55	
source_clean	result_all_converted.clean.csv	1084		161					油菜		yeu11tshe55	yeu11tshe55				roundtrip_mismatch	ɦiɤ11tsʰᴇ55	yieu11tshe55	
source_clean	result_all_converted.clean.csv	1087		161					药芹菜		yaq1jin55tshe52	yaq1jin55tshe52				roundtrip_mismatch	ɦiaʔ1dʑiŋ55tsʰᴇ52	yiaq1jin55tshe52	
source_clean	result_all_converted.clean.csv	1095		161					一种野菜		iq3tson55ya55tshe52	iq3tson55ya55tshe52				roundtrip_mismatch	ieʔ3tsoŋ55ɦia55tsʰᴇ52	iq3tson55yia55tshe52	
source_clean	result_all_converted.clean.csv	1096		161					韭菜		cieu335tshe52	cieu335tshe52				roundtrip_mismatch	tɕiɤ335tsʰᴇ52	tcieu335tshe52	
source_clean	result_all_converted.clean.csv	1097		161					韭芽		cieu335ngo52	cieu335ngo52				roundtrip_mismatch	tɕiɤ335ŋo52	tcieu335ngo52	
source_clean	result_all_converted.clean.csv	1098		161					黄芽韭菜		huaon33ngo55cieu55tshe52	huaon33ngo55cieu55tshe52				roundtrip_mismatch	huɒŋ33ŋo55tɕiɤ55tsʰᴇ52	huaon33ngo55tcieu55tshe52	
source_clean	result_all_converted.clean.csv	1103		161					洋葱头		yan11tshon55deu52	yan11tshon55deu52				roundtrip_mismatch	ɦiaŋ11tsʰoŋ55dɤ52	yian11tshon55deu52	
source_clean	result_all_converted.clean.csv	1104		161					生姜		san33cian52	san33cian52				roundtrip_mismatch	saŋ33tɕiaŋ52	san33tcian52	
source_clean	result_all_converted.clean.csv	1108		161					地滑		di11waeq1	di11waeq1				roundtrip_mismatch	di11ɦuæʔ1	di11wuaeq1	
source_clean	result_all_converted.clean.csv	1117		162					活芦		weq1lu52	weq1lu52				roundtrip_mismatch	ɦueʔ1lu52	wueq1lu52	
source_clean	result_all_converted.clean.csv	1118		162					长虹豆		tsan335won55deu52	tsan335won55deu52				roundtrip_mismatch	tsaŋ335ɦuoŋ55dɤ52	tsan335wuon55deu52	
source_clean	result_all_converted.clean.csv	1120		162					四季豆		sy33ci33deu33	sy33ci33deu33				roundtrip_mismatch	sɿ33tɕi33dɤ33	sy33tci33deu33	
source_clean	result_all_converted.clean.csv	1144		162					花红		huo33won52	huo33won52				roundtrip_mismatch	huo33ɦuoŋ52	huo33wuon52	
source_clean	result_all_converted.clean.csv	1147		163					橘子		cioeq3tsy55	cioeq3tsy55				roundtrip_mismatch	tɕiøʔ3tsɿ55	tcioeq3tsy55	
source_clean	result_all_converted.clean.csv	1148		163					黄岩蜜橘		huaon33ngaen55miq5cioeq54	huaon33ngaen55miq5cioeq54				roundtrip_mismatch	huɒŋ33ŋæ̃55mieʔ5tɕiøʔ54	huaon33ngaen55miq5tcioeq54	
source_clean	result_all_converted.clean.csv	1149		163					金橘		cin33cioeq5	cin33cioeq5				roundtrip_mismatch	tɕiŋ33tɕiøʔ5	tcin33tcioeq5	
source_clean	result_all_converted.clean.csv	1156		163					洋官枣		yan11kuoen55tsau52	yan11kuoen55tsau52				roundtrip_mismatch	ɦiaŋ11kuø̃55tsɒ52	yian11kuoen55tsau52	
source_clean	result_all_converted.clean.csv	1159		163					香蕉		shian33ciau52	shian33ciau52				roundtrip_mismatch	ɕiaŋ33tɕiɒ52	shian33tciau52	
source_clean	result_all_converted.clean.csv	1170		163					黄金瓜		huaon33cin55kuo52	huaon33cin55kuo52				roundtrip_mismatch	huɒŋ33tɕiŋ55kuo52	huaon33tcin55kuo52	
source_clean	result_all_converted.clean.csv	1189		164					大红袍		da11won11bau11	da11won11bau11				roundtrip_mismatch	da11ɦuoŋ11bɒ11	da11wuon11bau11	
source_clean	result_all_converted.clean.csv	1202		164					夜饭		ya11vaen11	ya11vaen11				roundtrip_mismatch	ɦia11væ̃11	yia11vaen11	
source_clean	result_all_converted.clean.csv	1203		165					半夜饭		poen33ya33vaen33	poen33ya33vaen33				roundtrip_mismatch	pø̃33ɦia33væ̃33	poen33yia33vaen33	
source_clean	result_all_converted.clean.csv	1204		165					夜点心		ya11tien11shin11	ya11tien11shin11				roundtrip_mismatch	ɦia11tiẽ11ɕiŋ11	yia11tien11shin11	
source_clean	result_all_converted.clean.csv	1205		165					半夜点心		poen33ya33tien33shin33	poen33ya33tien33shin33				roundtrip_mismatch	pø̃33ɦia33tiẽ33ɕiŋ33	poen33yia33tien33shin33	
source_clean	result_all_converted.clean.csv	1218		165					镬焦		woq1ciau52	woq1ciau52				roundtrip_mismatch	ɦuoʔ1tɕiɒ52	wuoq1tciau52	
source_clean	result_all_converted.clean.csv	1219		165					僵饭		cian33vaen52	cian33vaen52				roundtrip_mismatch	tɕiaŋ33væ̃52	tcian33vaen52	
source_clean	result_all_converted.clean.csv	1225		165					养命汤		yan115min55thaon52	yan115min55thaon52				roundtrip_mismatch	ɦiaŋ115miŋ55tʰɒŋ52	yian115min55thaon52	
source_clean	result_all_converted.clean.csv	1233		166					花卷		huo33cioen55	huo33cioen55				roundtrip_mismatch	huo33tɕiø̃55	huo33tcioen55	
source_clean	result_all_converted.clean.csv	1242		166					饺子		ciau335tsy52	ciau335tsy52				roundtrip_mismatch	tɕiɒ335tsɿ52	tciau335tsy52	
source_clean	result_all_converted.clean.csv	1244		166					肉		gnio11	gnio11				roundtrip_mismatch	ȵiɒ11	gniau11	
source_clean	result_all_converted.clean.csv	1246		166					精		cin52	cin52				roundtrip_mismatch	tɕiŋ52	tcin52	
source_clean	result_all_converted.clean.csv	1248		166					牛肉		gnieu11gnio55	gnieu11gnio55				roundtrip_mismatch	ȵiɤ11ȵiɒ55	gnieu11gniau55	
source_clean	result_all_converted.clean.csv	1249		166					羊肉		yan11gnio55	yan11gnio55				roundtrip_mismatch	ɦiaŋ11ȵiɒ55	yian11gniau55	
source_clean	result_all_converted.clean.csv	1252		166					猪头肉		tsy33deu55gnio52	tsy33deu55gnio52				roundtrip_mismatch	tsɿ33dɤ55ȵiɒ52	tsy33deu55gniau52	
source_clean	result_all_converted.clean.csv	1254		166					栗子肉		liq1tsy55gnio52	liq1tsy55gnio52				roundtrip_mismatch	lieʔ1tsɿ55ȵiɒ52	liq1tsy55gniau52	
source_clean	result_all_converted.clean.csv	1255		166					槽头肉		za11deu55gnio52	za11deu55gnio52				roundtrip_mismatch	za11dɤ55ȵiɒ52	za11deu55gniau52	
source_clean	result_all_converted.clean.csv	1258		166					蹄筋		di11cin52	di11cin52				roundtrip_mismatch	di11tɕiŋ52	di11tcin52	
source_clean	result_all_converted.clean.csv	1271		167					五花肉		wu115huo55gnio52	wu115huo55gnio52				roundtrip_mismatch	ɦu115huo55ȵiɒ52	wu115huo55gniau52	
source_clean	result_all_converted.clean.csv	1272		167					瞪脯肉		teon33bu33gnio33	teon33bu33gnio33				roundtrip_mismatch	təŋ33bu33ȵiɒ33	teon33bu33gniau33	
source_clean	result_all_converted.clean.csv	1277		167					咸肉		ghaen11gnio55	ghaen11gnio55				roundtrip_mismatch	ɦæ̃11ȵiɒ55	ghaen11gniau55	
source_clean	result_all_converted.clean.csv	1278		167					腊肉		laeq1gnio55	laeq1gnio55				roundtrip_mismatch	læʔ1ȵiɒ55	laeq1gniau55	
source_clean	result_all_converted.clean.csv	1280		167					风鸡		fon33ci52	fon33ci52				roundtrip_mismatch	foŋ33tɕi52	fon33tci52	
source_clean	result_all_converted.clean.csv	1290		167					卷		cioen335	cioen335				roundtrip_mismatch	tɕiø̃335	tcioen335	
source_clean	result_all_converted.clean.csv	1299		168					瓜卷		kuo33cioen55	kuo33cioen55				roundtrip_mismatch	kuo33tɕiø̃55	kuo33tcioen55	
source_clean	result_all_converted.clean.csv	1304		168					晶蟹		cin33ha55	cin33ha55				roundtrip_mismatch	tɕiŋ33ha55	tcin33ha55	
source_clean	result_all_converted.clean.csv	1307		168					珧柱		yau11jiu55	yau11jiu55				roundtrip_mismatch	ɦiɒ11dʑy55	yiau11jiu55	
source_clean	result_all_converted.clean.csv	1308		168					开洋		khe33yan52	khe33yan52				roundtrip_mismatch	kʰᴇ33ɦiaŋ52	khe33yian52	
source_clean	result_all_converted.clean.csv	1310		168					淮皮		wa11bi52	wa11bi52				roundtrip_mismatch	ɦua11bi52	wua11bi52	
source_clean	result_all_converted.clean.csv	1314		168					金针菜		cin33tseen55tshe52	cin33tseen55tshe52				roundtrip_mismatch	tɕiŋ33tsẽ55tsʰᴇ52	tcin33tseen55tshe52	
source_clean	result_all_converted.clean.csv	1328		168					酱萝萄		cian33lo33dau33	cian33lo33dau33				roundtrip_mismatch	tɕiaŋ33lo33dɒ33	tcian33lo33dau33	
source_clean	result_all_converted.clean.csv	1331		168					酱瓜		cian33kuo33	cian33kuo33				roundtrip_mismatch	tɕiaŋ33kuo33	tcian33kuo33	
source_clean	result_all_converted.clean.csv	1339		169					豆油皮		deu11yeu11bi11	deu11yeu11bi11				roundtrip_mismatch	dɤ11ɦiɤ11bi11	deu11yieu11bi11	
source_clean	result_all_converted.clean.csv	1341		169					面筋		mien115cin52	mien115cin52				roundtrip_mismatch	miẽ115tɕiŋ52	mien115tcin52	
source_clean	result_all_converted.clean.csv	1342		169					油面筋		yeu11mien55cin52	yeu11mien55cin52				roundtrip_mismatch	ɦiɤ11miẽ55tɕiŋ52	yieu11mien55tcin52	
source_clean	result_all_converted.clean.csv	1343		169					油豆腐		yeu11deu55vu52	yeu11deu55vu52				roundtrip_mismatch	ɦiɤ11dɤ55vu52	yieu11deu55vu52	
source_clean	result_all_converted.clean.csv	1348		169					素鸡		su33ci33	su33ci33				roundtrip_mismatch	su33tɕi33	su33tci33	
source_clean	result_all_converted.clean.csv	1361		170					过酒配		ku33cieu33phe33	ku33cieu33phe33				roundtrip_mismatch	ku33tɕiɤ33pʰᴇ33	ku33tcieu33phe33	
source_clean	result_all_converted.clean.csv	1370		170					扣鸡		kheu33ci33	kheu33ci33				roundtrip_mismatch	kʰɤ33tɕi33	kheu33tci33	
source_clean	result_all_converted.clean.csv	1371		170					糟鸡		tsau33ci52	tsau33ci52				roundtrip_mismatch	tsɒ33tɕi52	tsau33tci52	
source_clean	result_all_converted.clean.csv	1373		170					冻肉		ton33gnio55	ton33gnio55				roundtrip_mismatch	toŋ33ȵiɒ55	ton33gniau55	
source_clean	result_all_converted.clean.csv	1374		170					扎肉		tsaq3gnio55	tsaq3gnio55				roundtrip_mismatch	tsaʔ3ȵiɒ55	tsaq3gniau55	
source_clean	result_all_converted.clean.csv	1375		170					食用		zeoq1yon55	zeoq1yon55				roundtrip_mismatch	zəʔ1ɦioŋ55	zeoq1yion55	
source_clean	result_all_converted.clean.csv	1378		170					烹炒猪肉		pheen33tshau55tsy55gnio52	pheen33tshau55tsy55gnio52				roundtrip_mismatch	pʰẽ33tsʰɒ55tsɿ55ȵiɒ52	pheen33tshau55tsy55gniau52	
source_clean	result_all_converted.clean.csv	1380		170					烹炒猪肉		pheen33tshau55tsy55gnio52	pheen33tshau55tsy55gnio52				roundtrip_mismatch	pʰẽ33tsʰɒ55tsɿ55ȵiɒ52	pheen33tshau55tsy55gniau52	
source_clean	result_all_converted.clean.csv	1381		170					菜肴		tshe33yau33	tshe33yau33				roundtrip_mismatch	tsʰᴇ33ɦiɒ33	tshe33yiau33	
source_clean	result_all_converted.clean.csv	1386		170					白斩鸡		baq1tsaen55ci52	baq1tsaen55ci52				roundtrip_mismatch	baʔ1tsæ̃55tɕi52	baq1tsaen55tci52	
source_clean	result_all_converted.clean.csv	1389		170					霉干菜语肉		me11keen55tshe55gniu55gnio52	me11keen55tshe55gniu55gnio52				roundtrip_mismatch	mᴇ11kẽ55tsʰᴇ55ȵy55ȵiɒ52	me11keen55tshe55gniu55gniau52	
source_clean	result_all_converted.clean.csv	1391		170					菜肴		tshe33yau33	tshe33yau33				roundtrip_mismatch	tsʰᴇ33ɦiɒ33	tshe33yiau33	
source_clean	result_all_converted.clean.csv	1399		171					家常便饭		cia33dzaon55bien55vaen52	cia33dzaon55bien55vaen52				roundtrip_mismatch	tɕia33dzɒŋ55biẽ55væ̃52	tcia33dzaon55bien55vaen52	
source_clean	result_all_converted.clean.csv	1403		171					碗脚		uoen335ciaq54	uoen335ciaq54				roundtrip_mismatch	uø̃335tɕiaʔ54	uoen335tciaq54	
source_clean	result_all_converted.clean.csv	1412		171					老酒		lau115cieu52	lau115cieu52				roundtrip_mismatch	lɒ115tɕiɤ52	lau115tcieu52	
source_clean	result_all_converted.clean.csv	1414		171					酒合酒		cieu335keq5cieu52	cieu335keq5cieu52				roundtrip_mismatch	tɕiɤ335keʔ5tɕiɤ52	tcieu335keq5tcieu52	
source_clean	result_all_converted.clean.csv	1415		171					新酒		shin33cieu55	shin33cieu55				roundtrip_mismatch	ɕiŋ33tɕiɤ55	shin33tcieu55	
source_clean	result_all_converted.clean.csv	1416		171					烧酒		sau33cieu55	sau33cieu55				roundtrip_mismatch	sɒ33tɕiɤ55	sau33tcieu55	
source_clean	result_all_converted.clean.csv	1417		171					白酒		baq1cieu55	baq1cieu55				roundtrip_mismatch	baʔ1tɕiɤ55	baq1tcieu55	
source_clean	result_all_converted.clean.csv	1419		171					啤酒		cieu335	cieu335				roundtrip_mismatch	tɕiɤ335	tcieu335	
source_clean	result_all_converted.clean.csv	1420		171					葡萄酒		bu11dau55cieu52	bu11dau55cieu52				roundtrip_mismatch	bu11dɒ55tɕiɤ52	bu11dau55tcieu52	
source_clean	result_all_converted.clean.csv	1437		172					寸金糖		tsheen33cin33daon33	tsheen33cin33daon33				roundtrip_mismatch	tsʰẽ33tɕiŋ33dɒŋ33	tsheen33tcin33daon33	
source_clean	result_all_converted.clean.csv	1441		172					鸡胗豆		ci33deu55	ci33deu55				roundtrip_mismatch	tɕi33dɤ55	tci33deu55	
source_clean	result_all_converted.clean.csv	1443		172					红枣		won11tsau55	won11tsau55				roundtrip_mismatch	ɦuoŋ11tsɒ55	wuon11tsau55	
source_clean	result_all_converted.clean.csv	1450		172					桂圆肉		kue33yoen33gnio33	kue33yoen33gnio33				roundtrip_mismatch	kuᴇ33ɦiø̃33ȵiɒ33	kue33yoen33gniau33	
source_clean	result_all_converted.clean.csv	1452		172					胡桃肉		lu11dau55gnio52	lu11dau55gnio52				roundtrip_mismatch	lu11dɒ55ȵiɒ52	lu11dau55gniau52	
source_clean	result_all_converted.clean.csv	1453		172					小胡桃肉		shiau335lu55dau55gnio52	shiau335lu55dau55gnio52				roundtrip_mismatch	ɕiɒ335lu55dɒ55ȵiɒ52	shiau335lu55dau55gniau52	
source_clean	result_all_converted.clean.csv	1462		173					鸡骨头糕干		ci33kueq5deu55kau55keen52	ci33kueq5deu55kau55keen52				roundtrip_mismatch	tɕi33kueʔ5dɤ55kɒ55kẽ52	tci33kueq5deu55kau55keen52	
source_clean	result_all_converted.clean.csv	1464		173					鸡蛋糕		ci33daen55kau52	ci33daen55kau52				roundtrip_mismatch	tɕi33dæ̃55kɒ52	tci33daen55kau52	
source_clean	result_all_converted.clean.csv	1475		173					猪油年糕		tsy33yeu55gnien55kau52	tsy33yeu55gnien55kau52				roundtrip_mismatch	tsɿ33ɦiɤ55ȵiẽ55kɒ52	tsy33yieu55gnien55kau52	
source_clean	result_all_converted.clean.csv	1476		173					油条		yeu11tiau52	yeu11tiau52				roundtrip_mismatch	ɦiɤ11tiɒ52	yieu11tiau52	
source_clean	result_all_converted.clean.csv	1477		173					油子		yeu11tsy55	yeu11tsy55				roundtrip_mismatch	ɦiɤ11tsɿ55	yieu11tsy55	
source_clean	result_all_converted.clean.csv	1478		173					油饼		yeu11pin55	yeu11pin55				roundtrip_mismatch	ɦiɤ11piŋ55	yieu11pin55	
source_clean	result_all_converted.clean.csv	1480		173					春卷		tsheen33cioen55	tsheen33cioen55				roundtrip_mismatch	tsʰẽ33tɕiø̃55	tsheen33tcioen55	
source_clean	result_all_converted.clean.csv	1484		173					艾饺		nge11ciau11	nge11ciau11				roundtrip_mismatch	ŋᴇ11tɕiɒ11	nge11tciau11	
source_clean	result_all_converted.clean.csv	1488		174					甜酒酿		dien11cieu55gnian52	dien11cieu55gnian52				roundtrip_mismatch	diẽ11tɕiɤ55ȵiaŋ52	dien11tcieu55gnian52	
source_clean	result_all_converted.clean.csv	1489		174					豆腐浆		deu11vu11cian11	deu11vu11cian11				roundtrip_mismatch	dɤ11vu11tɕiaŋ11	deu11vu11tcian11	
source_clean	result_all_converted.clean.csv	1496		174					麻油		mo11yeu52	mo11yeu52				roundtrip_mismatch	mo11ɦiɤ52	mo11yieu52	
source_clean	result_all_converted.clean.csv	1497		174					小车麻油		shiau335ciu55mo55yeu52	shiau335ciu55mo55yeu52				roundtrip_mismatch	ɕiɒ335tɕy55mo55ɦiɤ52	shiau335tciu55mo55yieu52	
source_clean	result_all_converted.clean.csv	1498		174					麻酱		mo11cian55	mo11cian55				roundtrip_mismatch	mo11tɕiaŋ55	mo11tcian55	
source_clean	result_all_converted.clean.csv	1499		174					生油		san33yeu52	san33yeu52				roundtrip_mismatch	saŋ33ɦiɤ52	san33yieu52	
source_clean	result_all_converted.clean.csv	1500		174					花生油		huo33san55yeu52	huo33san55yeu52				roundtrip_mismatch	huo33saŋ55ɦiɤ52	huo33san55yieu52	
source_clean	result_all_converted.clean.csv	1501		174					豆油		deu11yeu11	deu11yeu11				roundtrip_mismatch	dɤ11ɦiɤ11	deu11yieu11	
source_clean	result_all_converted.clean.csv	1502		174					香油		shian33yeu52	shian33yeu52				roundtrip_mismatch	ɕiaŋ33ɦiɤ52	shian33yieu52	
source_clean	result_all_converted.clean.csv	1503		174					菜籽油		tshe33tsy33yeu33	tshe33tsy33yeu33				roundtrip_mismatch	tsʰᴇ33tsɿ33ɦiɤ33	tshe33tsy33yieu33	
source_clean	result_all_converted.clean.csv	1504		174					菜油		tshe33yeu33	tshe33yeu33				roundtrip_mismatch	tsʰᴇ33ɦiɤ33	tshe33yieu33	
source_clean	result_all_converted.clean.csv	1505		174					茶油		dzo11yeu52	dzo11yeu52				roundtrip_mismatch	dzo11ɦiɤ52	dzo11yieu52	
source_clean	result_all_converted.clean.csv	1506		174					猪油		tsy33yeu52	tsy33yeu52				roundtrip_mismatch	tsɿ33ɦiɤ52	tsy33yieu52	
source_clean	result_all_converted.clean.csv	1510		174					豆板酱		deu11paen11cian11	deu11paen11cian11				roundtrip_mismatch	dɤ11pæ̃11tɕiaŋ11	deu11paen11tcian11	
source_clean	result_all_converted.clean.csv	1511		174					甜面酱		dien11mien55cian52	dien11mien55cian52				roundtrip_mismatch	diẽ11miẽ55tɕiaŋ52	dien11mien55tcian52	
source_clean	result_all_converted.clean.csv	1512		174					辣酱		laeq1cian55	laeq1cian55				roundtrip_mismatch	læʔ1tɕiaŋ55	laeq1tcian55	
source_clean	result_all_converted.clean.csv	1513		174					酱油		cian33yeu33	cian33yeu33				roundtrip_mismatch	tɕiaŋ33ɦiɤ33	tcian33yieu33	
source_clean	result_all_converted.clean.csv	1514		174					母子油		mu115tsy55yeu52	mu115tsy55yeu52				roundtrip_mismatch	mu115tsɿ55ɦiɤ52	mu115tsy55yieu52	
source_clean	result_all_converted.clean.csv	1515		174					太油		tha33yeu33	tha33yeu33				roundtrip_mismatch	tʰa33ɦiɤ33	tha33yieu33	
source_clean	result_all_converted.clean.csv	1518		174					红糖		won11daon52	won11daon52				roundtrip_mismatch	ɦuoŋ11dɒŋ52	wuon11daon52	
source_clean	result_all_converted.clean.csv	1523		175					红砂糖		won11so55daon52	won11so55daon52				roundtrip_mismatch	ɦuoŋ11so55dɒŋ52	wuon11so55daon52	
source_clean	result_all_converted.clean.csv	1526		175					味精		bi11cin11	bi11cin11				roundtrip_mismatch	bi11tɕiŋ11	bi11tcin11	
source_clean	result_all_converted.clean.csv	1528		175					茴香		we11shian52	we11shian52				roundtrip_mismatch	ɦuᴇ11ɕiaŋ52	wue11shian52	
source_clean	result_all_converted.clean.csv	1530		175					花椒		huo33ciau52	huo33ciau52				roundtrip_mismatch	huo33tɕiɒ52	huo33tciau52	
source_clean	result_all_converted.clean.csv	1531		175					胡椒		lu11ciau52	lu11ciau52				roundtrip_mismatch	lu11tɕiɒ52	lu11tciau52	
source_clean	result_all_converted.clean.csv	1532		175					胡椒粉		lu11ciau55feen52	lu11ciau55feen52				roundtrip_mismatch	lu11tɕiɒ55fẽ52	lu11tciau55feen52	
source_clean	result_all_converted.clean.csv	1533		175					辣椒粉		laeq1ciau55feen52	laeq1ciau55feen52				roundtrip_mismatch	læʔ1tɕiɒ55fẽ52	laeq1tciau55feen52	
source_clean	result_all_converted.clean.csv	1535		175					生姜丁		san33cian55tin52	san33cian55tin52				roundtrip_mismatch	saŋ33tɕiaŋ55tiŋ52	san33tcian55tin52	
source_clean	result_all_converted.clean.csv	1540		175					甜水缸脚		dien11sy55kaon55ciaq54	dien11sy55kaon55ciaq54				roundtrip_mismatch	diẽ11sɿ55kɒŋ55tɕiaʔ54	dien11sy55kaon55tciaq54	
source_clean	result_all_converted.clean.csv	1551		176					哔叽		piq3ci52	piq3ci52				roundtrip_mismatch	pieʔ3tɕi52	piq3tci52	
source_clean	result_all_converted.clean.csv	1577		176					羊皮		yan11bi52	yan11bi52				roundtrip_mismatch	ɦiaŋ11bi52	yian11bi52	
source_clean	result_all_converted.clean.csv	1606		177					卫生衫		we115san55saen52	we115san55saen52				roundtrip_mismatch	ɦuᴇ115saŋ55sæ̃52	wue115san55saen52	
