source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	127	pdf007_p129_0013	129	7	13	test	matched	桥脚	桥脚	jiau11ciaq5	jiau11ciaq5	dʑiɒ11tɕiaʔ5	ok	ok	roundtrip_mismatch	dʑiɒ11tɕiaʔ5	jiau11tciaq5	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	131	pdf007_p129_0017	129	7	17	test	matched	箭头	箭头	cien33deu33	cien33deu33	tɕiẽ33dɤ33	ok	ok	roundtrip_mismatch	tɕiẽ33dɤ33	tcien33deu33	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	141	pdf008_p130_0004	130	8	4	train	weak_match	景致	以致	cin335tsy52	cin335tsy52	tɕiŋ335tsɿ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ335tsɿ52	tcin335tsy52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	145	pdf008_p130_0009	130	8	9	train	weak_match	鉴湖	鉴曲	cien33wu33	cien33wu33	tɕiẽ33ɦu33	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiẽ33ɦu33	tcien33wu33	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	146	pdf008_p130_0010	130	8	10	train	weak_match	金子	金千	cin33tsy55	cin33tsy55	tɕiŋ33tsɿ55	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ33tsɿ55	tcin33tsy55	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	147	pdf008_p130_0011	130	8	11	train	weak_match	白金	金	baq1cin52	baq1cin52	baʔ1tɕiŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	baʔ1tɕiŋ52	baq1tcin52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	154	pdf009_p131_0004	131	9	4	train	weak_match	水晶	水品	sy335cin52	sy335cin52	sɿ335tɕiŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	sɿ335tɕiŋ52	sy335tcin52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	158	pdf009_p131_0008	131	9	8	train	matched	珍珠	珍珠	tseen33ciu52	tseen33ciu52	tsẽ33tɕy52	ok	ok	roundtrip_mismatch	tsẽ33tɕy52	tseen33tciu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	159	pdf009_p131_0009	131	9	9	train	weak_match	硫黄	硫员	lieu11waon52	lieu11waon52	liɤ11ɦuɒŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	liɤ11ɦuɒŋ52	lieu11wuaon52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	209	pdf011_p133_0013	133	11	13	train	matched	迹足	迹足	ciq3tsoq5	ciq3tsoq5	tɕieʔ3tsoʔ5	ok	ok	roundtrip_mismatch	tɕieʔ3tsoʔ5	tciq3tsoq5	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	221	pdf011_p133_0026	133	11	26	train	weak_match	恶药头气	悲约头气	oq3yaq5deu55chi55	oq3yaq5deu55chi55	oʔ3ɦiaʔ5dɤ55tɕʰi55	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	oʔ3ɦiaʔ5dɤ55tɕʰi55	oq3yiaq5deu55chi55	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	223	pdf012_p134_0002	134	12	2	train	matched	羊臊臭	羊滕臭	yan11sau55tsheu52	yan11sau55tsheu52	ɦiaŋ11sɒ55tsʰɤ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦiaŋ11sɒ55tsʰɤ52	yian11sau55tsheu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	262	pdf013_p135_0023	135	13	23	train	matched	前几年	前几年	zhien11ci55gnien52	zhien11ci55gnien52	ʑiẽ11tɕi55ȵiẽ52	ok	ok	roundtrip_mismatch	ʑiẽ11tɕi55ȵiẽ52	zhien11tci55gnien52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	269	pdf014_p136_0003	136	14	3	train	matched	年脚	年脚	gnien11ciaq5	gnien11ciaq5	ȵiẽ11tɕiaʔ5	ok	ok	roundtrip_mismatch	ȵiẽ11tɕiaʔ5	gnien11tciaq5	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	279	pdf014_p136_0018	136	14	18	train	matched	今朝	今朝	cin33tsau52	cin33tsau52	tɕiŋ33tsɒ52	ok	ok	roundtrip_mismatch	tɕiŋ33tsɒ52	tcin33tsau52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	292	pdf015_p137_0015	137	15	15	train	matched	夜头	夜头	ya11deu11	ya11deu11	ɦia11dɤ11	ok	ok	roundtrip_mismatch	ɦia11dɤ11	yia11deu11	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	303	pdf016_p138_0003	138	16	3	val	matched	前半夜	前半夜	jien11poen55ya52	jien11poen55ya52	dʑiẽ11pø̃55ɦia52	ok	ok	roundtrip_mismatch	dʑiẽ11pø̃55ɦia52	jien11poen55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	304	pdf016_p138_0004	138	16	4	val	matched	上半夜	上半夜	zan115poen55ya52	zan115poen55ya52	zaŋ115pø̃55ɦia52	ok	ok	roundtrip_mismatch	zaŋ115pø̃55ɦia52	zan115poen55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	305	pdf016_p138_0005	138	16	5	val	matched	后半夜	后半夜	gheu115poen55ya52	gheu115poen55ya52	ɦɤ115pø̃55ɦia52	ok	ok	roundtrip_mismatch	ɦɤ115pø̃55ɦia52	gheu115poen55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	306	pdf016_p138_0006	138	16	6	val	matched	下半夜	卜半夜	gho115poen55ya52	gho115poen55ya52	ɦo115pø̃55ɦia52	ok	candidate_headword_differs	roundtrip_mismatch	ɦo115pø̃55ɦia52	gho115poen55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	307	pdf016_p138_0008	138	16	8	val	matched	成更半夜	成更半夜	dzeon11kan55poen55ya52	dzeon11kan55poen55ya52	dzəŋ11kaŋ55pø̃55ɦia52	ok	ok	roundtrip_mismatch	dzəŋ11kaŋ55pø̃55ɦia52	dzeon11kan55poen55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	316	pdf017_p139_0001	139	17	1	test	matched	冷天家	冷天家	lan115thien55cia52	lan115thien55cia52	laŋ115tʰiẽ55tɕia52	ok	ok	roundtrip_mismatch	laŋ115tʰiẽ55tɕia52	lan115thien55tcia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	329	pdf017_p139_0016	139	17	16	test	matched	稼青黄不接	稼占黄不接	cia33chin33huaon33peq3ciq3	cia33chin33huaon33peq3ciq3	tɕia33tɕʰiŋ33huɒŋ33peʔ3tɕieʔ3	ok	candidate_headword_differs	roundtrip_mismatch	tɕia33tɕʰiŋ33huɒŋ33peʔ3tɕieʔ3	tcia33chin33huaon33peq3tciq3	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	332	pdf017_p139_0019	139	17	19	test	matched	九月	九月	cieu335gnioeq54	cieu335gnioeq54	tɕiɤ335ȵiøʔ54	ok	ok	roundtrip_mismatch	tɕiɤ335ȵiøʔ54	tcieu335gnioeq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	343	pdf018_p140_0008	140	18	8	train	matched	春节	春节	tsheen33ciq5	tsheen33ciq5	tsʰẽ33tɕieʔ5	ok	ok	roundtrip_mismatch	tsʰẽ33tɕieʔ5	tsheen33tciq5	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	347	pdf018_p140_0012	140	18	12	train	matched	清明节	沽明节	chin33meen55ciq54	chin33meen55ciq54	tɕʰiŋ33mẽ55tɕieʔ54	ok	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33mẽ55tɕieʔ54	chin33meen55tciq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	352	pdf018_p140_0019	140	18	19	train	matched	重阳	重阳	dzon11yan52	dzon11yan52	dzoŋ11ɦiaŋ52	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ52	dzon11yian52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	353	pdf018_p140_0020	140	18	20	train	matched	重阳节	重阳节	dzon11yan55ciq54	dzon11yan55ciq54	dzoŋ11ɦiaŋ55tɕieʔ54	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ55tɕieʔ54	dzon11yian55tciq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	354	pdf018_p140_0021	140	18	21	train	matched	三十日夜	三十日夜	saen33zeq5gni55ya52	saen33zeq5gni55ya52	sæ̃33zeʔ5ȵi55ɦia52	ok	ok	roundtrip_mismatch	sæ̃33zeʔ5ȵi55ɦia52	saen33zeq5gni55yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	355	pdf018_p140_0022	140	18	22	train	matched	年三十夜	年三十夜	gnien11saen55zeq5ya52	gnien11saen55zeq5ya52	ȵiẽ11sæ̃55zeʔ5ɦia52	ok	ok	roundtrip_mismatch	ȵiẽ11sæ̃55zeʔ5ɦia52	gnien11saen55zeq5yia52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	356	pdf018_p140_0023	140	18	23	train	matched	年夜	年夜	gnien11ya55	gnien11ya55	ȵiẽ11ɦia55	ok	ok	roundtrip_mismatch	ȵiẽ11ɦia55	gnien11yia55	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	357	pdf018_p140_0024	140	18	24	train	matched	节头节尾	节头节尾	ciq3deu55ciq5mi52	ciq3deu55ciq5mi52	tɕieʔ3dɤ55tɕieʔ5mi52	ok	ok	roundtrip_mismatch	tɕieʔ3dɤ55tɕieʔ5mi52	tciq3deu55tciq5mi52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	358	pdf018_p140_0025	140	18	25	train	matched	三八节	三八节	saen33paeq5ciq54	saen33paeq5ciq54	sæ̃33pæʔ5tɕieʔ54	ok	ok	roundtrip_mismatch	sæ̃33pæʔ5tɕieʔ54	saen33paeq5tciq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	371	pdf020_p142_0006	142	20	6	train	matched	狗熊	狗熊	keu335yon52	keu335yon52	kɤ335ɦioŋ52	ok	ok	roundtrip_mismatch	kɤ335ɦioŋ52	keu335yion52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	372	pdf020_p142_0007	142	20	7	train	matched	野狗	野狗	ya115keu52	ya115keu52	ɦia115kɤ52	ok	ok	roundtrip_mismatch	ɦia115kɤ52	yia115keu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	379	pdf020_p142_0015	142	20	15	train	matched	野猪	野猪	ya115tsy52	ya115tsy52	ɦia115tsɿ52	ok	ok	roundtrip_mismatch	ɦia115tsɿ52	yia115tsy52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	385	pdf020_p142_0021	142	20	21	train	matched	夜老老	夜老老	ya11lau11lau11	ya11lau11lau11	ɦia11lɒ11lɒ11	ok	ok	roundtrip_mismatch	ɦia11lɒ11lɒ11	yia11lau11lau11	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	391	pdf021_p143_0002	143	21	2	train	matched	野鸡	野鸡	ya115ci52	ya115ci52	ɦia115tɕi52	ok	ok	roundtrip_mismatch	ɦia115tɕi52	yia115tci52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	402	pdf021_p143_0015	143	21	15	train	matched	野白鸽	野白鸽	ya115baq5keq54	ya115baq5keq54	ɦia115baʔ5keʔ54	ok	ok	roundtrip_mismatch	ɦia115baʔ5keʔ54	yia115baq5keq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	407	pdf021_p143_0021	143	21	21	train	matched	画眉	画眉	wo11mi11	wo11mi11	ɦuo11mi11	ok	ok	roundtrip_mismatch	ɦuo11mi11	wuo11mi11	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	411	pdf021_p143_0026	143	21	26	train	matched	野鸭	野鸭	ya115aeq54	ya115aeq54	ɦia115æʔ54	ok	ok	roundtrip_mismatch	ɦia115æʔ54	yia115aeq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	412	pdf021_p143_0027	143	21	27	train	matched	长脚鹭	长脚鹭懿	tsan335ciaq5lu52	tsan335ciaq5lu52	tsaŋ335tɕiaʔ5lu52	ok	candidate_headword_differs	roundtrip_mismatch	tsaŋ335tɕiaʔ5lu52	tsan335tciaq5lu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	413	pdf021_p143_0028	143	21	28	train	weak_match	鲫鱼	卿鱼	ciq3yu52	ciq3yu52	tɕieʔ3ɦy52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕieʔ3ɦy52	tciq3yu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	414	pdf021_p143_0029	143	21	29	train	weak_match	白鲫	白卿	baq1ciq5	baq1ciq5	baʔ1tɕieʔ5	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	baʔ1tɕieʔ5	baq1tciq5	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	431	pdf023_p145_0007	145	23	7	train	matched	划水	划水	wo11sy55	wo11sy55	ɦuo11sɿ55	ok	ok	roundtrip_mismatch	ɦuo11sɿ55	wuo11sy55	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	445	pdf023_p145_0024	145	23	24	train	matched	横甲蟹	横甲蟹	wan11ciaq5ha52	wan11ciaq5ha52	ɦuaŋ11tɕiaʔ5ha52	ok	ok	roundtrip_mismatch	ɦuaŋ11tɕiaʔ5ha52	wuan11tciaq5ha52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	453	pdf024_p146_0007	146	24	7	train	matched	青蛙田鸡	忖蛙田鸡	chin33uo55dien55ci52	chin33uo55dien55ci52	tɕʰiŋ33uo55diẽ55tɕi52	ok	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33uo55diẽ55tɕi52	chin33uo55dien55tci52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	454	pdf024_p146_0008	146	24	8	train	weak_match	田鸡	川鸡	dien11ci52	dien11ci52	diẽ11tɕi52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	diẽ11tɕi52	dien11tci52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	455	pdf024_p146_0009	146	24	9	train	matched	水鸡	水鸡	sy335ci52	sy335ci52	sɿ335tɕi52	ok	ok	roundtrip_mismatch	sɿ335tɕi52	sy335tci52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	457	pdf024_p146_0012	146	24	12	train	matched	乌龟	乌龟	u33ciu52	u33ciu52	u33tɕy52	ok	ok	roundtrip_mismatch	u33tɕy52	u33tciu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	458	pdf024_p146_0013	146	24	13	train	matched	甲鱼	甲鱼	ciaq3yu52	ciaq3yu52	tɕiaʔ3ɦy52	ok	ok	roundtrip_mismatch	tɕiaʔ3ɦy52	tciaq3yu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	459	pdf024_p146_0015	146	24	15	train	matched	蛇虫百脚	蛇虫百脚	zo11dzon55paq5ciaq54	zo11dzon55paq5ciaq54	zo11dzoŋ55paʔ5tɕiaʔ54	ok	ok	roundtrip_mismatch	zo11dzoŋ55paʔ5tɕiaʔ54	zo11dzon55paq5tciaq54	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	462	pdf024_p146_0019	146	24	19	train	matched	茧	茧	cien335	cien335	tɕiẽ335	ok	ok	roundtrip_mismatch	tɕiẽ335	tcien335	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	469	pdf024_p146_0026	146	24	26	train	matched	长脚黄蜂	长脚贯蜂	tsan335ciaq5huaon55fon52	tsan335ciaq5huaon55fon52	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	ok	candidate_headword_differs	roundtrip_mismatch	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	tsan335tciaq5huaon55fon52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	473	pdf024_p146_0030	146	24	30	train	matched	灶壁鸡	灶壁鸡	tsa33piq3ci33	tsa33piq3ci33	tsa33pieʔ3tɕi33	ok	ok	roundtrip_mismatch	tsa33pieʔ3tɕi33	tsa33piq3tci33	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	482	pdf025_p147_0014	147	25	14	train	weak_match	金虫	令虫	cin33dzon52	cin33dzon52	tɕiŋ33dzoŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ33dzoŋ52	tcin33dzon52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	488	pdf025_p147_0021	147	25	21	train	weak_match	蛀虫	虹虫	ciu33dzon33	ciu33dzon33	tɕy33dzoŋ33	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕy33dzoŋ33	tciu33dzon33	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	492	pdf025_p147_0028	147	25	28	train	matched	结蛛	结蛛	ciq3ciu52	ciq3ciu52	tɕieʔ3tɕy52	ok	ok	roundtrip_mismatch	tɕieʔ3tɕy52	tciq3tciu52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	493	pdf026_p148_0001	148	26	1	val	matched	结蛛罗绷	结蛛罗绷	ciq3ciu55lo55pan52	ciq3ciu55lo55pan52	tɕieʔ3tɕy55lo55paŋ52	ok	ok	roundtrip_mismatch	tɕieʔ3tɕy55lo55paŋ52	tciq3tciu55lo55pan52	
ocr_selected_phonetic_reliable	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_phonetic_reliable\eval_manifest.tsv	496	pdf026_p148_0007	148	26	7	val	matched	金苍蝇	金苍蝇	cin33tshaon55in52	cin33tshaon55in52	tɕiŋ33tsʰɒŋ55iŋ52	ok	ok	roundtrip_mismatch	tɕiŋ33tsʰɒŋ55iŋ52	tcin33tshaon55in52	
