source_dataset,source_path,row_number_0based,sample_id,page,pdf_page,row_index,source_split,quality,hanzi,candidate_headword,wupin,canonical_wupin,current_label,cleaning_flags,issue_type,ipa_from_wupin,wupin_back,error_code,why_not_ok,recommended_action
source_clean,result_all_converted.clean.csv,221,,131,,,,,珍珠,,tseen33ciu52,tseen33ciu52,,,roundtrip_mismatch,tsẽ33tɕy52,tseen33tciu52,roundtrip_mismatch,? 2 ?? ciu->tciu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,222,,131,,,,,硫黄,,lieu11waon52,lieu11waon52,,,roundtrip_mismatch,liɤ11ɦuɒŋ52,lieu11wuaon52,roundtrip_mismatch,? 2 ?? waon->wuaon?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,281,,133,,,,,迹足,,ciq3tsoq5,ciq3tsoq5,,,roundtrip_mismatch,tɕieʔ3tsoʔ5,tciq3tsoq5,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,291,,133,,,,,油蒿气,,yeu11hau55chi52,yeu11hau55chi52,,,roundtrip_mismatch,ɦiɤ11hɒ55tɕʰi52,yieu11hau55chi52,roundtrip_mismatch,? 1 ?? yeu->yieu?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,294,,133,,,,,恶药头气,,oq3yaq5deu55chi55,oq3yaq5deu55chi55,,,roundtrip_mismatch,oʔ3ɦiaʔ5dɤ55tɕʰi55,oq3yiaq5deu55chi55,roundtrip_mismatch,? 2 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,297,,134,,,,,羊臊臭,,yan11sau55tsheu52,yan11sau55tsheu52,,,roundtrip_mismatch,ɦiaŋ11sɒ55tsʰɤ52,yian11sau55tsheu52,roundtrip_mismatch,? 1 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,303,,134,,,,,乌焦毛头臭,,u33ciau55mhau55deu55tsheu33,u33ciau55mhau55deu55tsheu33,,,forward_error,u33tɕiɒ55<mhau55>dɤ55tsʰɤ33,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,331,,135,,,,,今年,,cin335gnien52,cin335gnien52,,,roundtrip_mismatch,tɕiŋ335ȵiẽ52,tcin335gnien52,roundtrip_mismatch,? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,343,,135,,,,,前几年,,zhien11ci55gnien52,zhien11ci55gnien52,,,roundtrip_mismatch,ʑiẽ11tɕi55ȵiẽ52,zhien11tci55gnien52,roundtrip_mismatch,? 2 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,351,,136,,,,,年脚,,gnien11ciaq5,gnien11ciaq5,,,roundtrip_mismatch,ȵiẽ11tɕiaʔ5,gnien11tciaq5,roundtrip_mismatch,? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,365,,136,,,,,日脚,,gniq1ciaq5,gniq1ciaq5,,,roundtrip_mismatch,ȵieʔ1tɕiaʔ5,gniq1tciaq5,roundtrip_mismatch,? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,366,,136,,,,,今朝,,cin33tsau52,cin33tsau52,,,roundtrip_mismatch,tɕiŋ33tsɒ52,tcin33tsau52,roundtrip_mismatch,? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,374,,136,,,,,上夜,,zan115ya52,zan115ya52,,,roundtrip_mismatch,zaŋ115ɦia52,zan115yia52,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,375,,137,,,,,上夜日子,,zan115ya55gni55tsy52,zan115ya55gni55tsy52,,,roundtrip_mismatch,zaŋ115ɦia55ȵi55tsɿ52,zan115yia55gni55tsy52,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,390,,137,,,,,夜头,,ya11deu11,ya11deu11,,,roundtrip_mismatch,ɦia11dɤ11,yia11deu11,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,407,,138,,,,,夜快,,ya11khua11,ya11khua11,,,roundtrip_mismatch,ɦia11kʰua11,yia11khua11,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,409,,138,,,,,前半夜,,jien11poen55ya52,jien11poen55ya52,,,roundtrip_mismatch,dʑiẽ11pø̃55ɦia52,jien11poen55yia52,roundtrip_mismatch,? 3 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,410,,138,,,,,上半夜,,zan115poen55ya52,zan115poen55ya52,,,roundtrip_mismatch,zaŋ115pø̃55ɦia52,zan115poen55yia52,roundtrip_mismatch,? 3 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,411,,138,,,,,后半夜,,gheu115poen55ya52,gheu115poen55ya52,,,roundtrip_mismatch,ɦɤ115pø̃55ɦia52,gheu115poen55yia52,roundtrip_mismatch,? 3 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,412,,138,,,,,下半夜,,gho115poen55ya52,gho115poen55ya52,,,roundtrip_mismatch,ɦo115pø̃55ɦia52,gho115poen55yia52,roundtrip_mismatch,? 3 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,413,,138,,,,,半夜,,poen33ya33,poen33ya33,,,roundtrip_mismatch,pø̃33ɦia33,poen33yia33,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,414,,138,,,,,成更半夜,,dzeon11kan55poen55ya52,dzeon11kan55poen55ya52,,,roundtrip_mismatch,dzəŋ11kaŋ55pø̃55ɦia52,dzeon11kan55poen55yia52,roundtrip_mismatch,? 4 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,432,,138,,,,,暖天家,,noen115thien55cia52,noen115thien55cia52,,,roundtrip_mismatch,nø̃115tʰiẽ55tɕia52,noen115thien55tcia52,roundtrip_mismatch,? 3 ?? cia->tcia?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,435,,139,,,,,冷天家,,lan115thien55cia52,lan115thien55cia52,,,roundtrip_mismatch,laŋ115tʰiẽ55tɕia52,lan115thien55tcia52,roundtrip_mismatch,? 3 ?? cia->tcia?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,450,,139,,,,,稼青黄不接,,cia33chin33huaon33peq3ciq3,cia33chin33huaon33peq3ciq3,,,roundtrip_mismatch,tɕia33tɕʰiŋ33huɒŋ33peʔ3tɕieʔ3,tcia33chin33huaon33peq3tciq3,roundtrip_mismatch,? 1 ?? cia->tcia?IPA ???? c ?????? tc/tci/tcia???????????? 5 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,453,,139,,,,,九月,,cieu335gnioeq54,cieu335gnioeq54,,,roundtrip_mismatch,tɕiɤ335ȵiøʔ54,tcieu335gnioeq54,roundtrip_mismatch,? 1 ?? cieu->tcieu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,467,,140,,,,,春节,,tsheen33ciq5,tsheen33ciq5,,,roundtrip_mismatch,tsʰẽ33tɕieʔ5,tsheen33tciq5,roundtrip_mismatch,? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,471,,140,,,,,清明节,,chin33meen55ciq54,chin33meen55ciq54,,,roundtrip_mismatch,tɕʰiŋ33mẽ55tɕieʔ54,chin33meen55tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,477,,140,,,,,中秋节,,tson33chieu55ciq54,tson33chieu55ciq54,,,roundtrip_mismatch,tsoŋ33tɕʰiɤ55tɕieʔ54,tson33chieu55tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,478,,140,,,,,重阳,,dzon11yan52,dzon11yan52,,,roundtrip_mismatch,dzoŋ11ɦiaŋ52,dzon11yian52,roundtrip_mismatch,? 2 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,479,,140,,,,,重阳节,,dzon11yan55ciq54,dzon11yan55ciq54,,,roundtrip_mismatch,dzoŋ11ɦiaŋ55tɕieʔ54,dzon11yian55tciq54,roundtrip_mismatch,? 2 ?? yan->yian?y- ???/????????? yi-??????????? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,480,,140,,,,,三十日夜,,saen33zeq5gni55ya52,saen33zeq5gni55ya52,,,roundtrip_mismatch,sæ̃33zeʔ5ȵi55ɦia52,saen33zeq5gni55yia52,roundtrip_mismatch,? 4 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,481,,140,,,,,年三十夜,,gnien11saen55zeq5ya52,gnien11saen55zeq5ya52,,,roundtrip_mismatch,ȵiẽ11sæ̃55zeʔ5ɦia52,gnien11saen55zeq5yia52,roundtrip_mismatch,? 4 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,482,,140,,,,,年夜,,gnien11ya55,gnien11ya55,,,roundtrip_mismatch,ȵiẽ11ɦia55,gnien11yia55,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,483,,140,,,,,节头节尾,,ciq3deu55ciq5mi52,ciq3deu55ciq5mi52,,,roundtrip_mismatch,tɕieʔ3dɤ55tɕieʔ5mi52,tciq3deu55tciq5mi52,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia???????????? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,484,,140,,,,,三八节,,saen33paeq5ciq54,saen33paeq5ciq54,,,roundtrip_mismatch,sæ̃33pæʔ5tɕieʔ54,saen33paeq5tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,485,,140,,,,,五一节,,wu115iq5ciq54,wu115iq5ciq54,,,roundtrip_mismatch,ɦu115ieʔ5tɕieʔ54,wu115iq5tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,507,,141,,,,,惊蛰,,cin33dzeq5,cin33dzeq5,,,roundtrip_mismatch,tɕiŋ33dzeʔ5,tcin33dzeq5,roundtrip_mismatch,? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,510,,141,,,,,国庆节,,kuoq3chin55ciq54,kuoq3chin55ciq54,,,roundtrip_mismatch,kuoʔ3tɕʰiŋ55tɕieʔ54,kuoq3chin55tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,511,,141,,,,,儿童节,,gni11don55ciq54,gni11don55ciq54,,,roundtrip_mismatch,ȵi11doŋ55tɕieʔ54,gni11don55tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,517,,142,,,,,马熊,,mha33yon52,mha33yon52,,,forward_error,<mha33>ɦioŋ52,,unknown_final:ha:mha,???? mha ??? ha ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,518,,142,,,,,狗熊,,keu335yon52,keu335yon52,,,roundtrip_mismatch,kɤ335ɦioŋ52,keu335yion52,roundtrip_mismatch,? 2 ?? yon->yion?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,519,,142,,,,,野狗,,ya115keu52,ya115keu52,,,roundtrip_mismatch,ɦia115kɤ52,yia115keu52,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,524,,142,,,,,猢,,weq23,weq23,,,roundtrip_mismatch,ɦueʔ23,wueq23,roundtrip_mismatch,? 1 ?? weq->wueq?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,527,,142,,,,,野猪,,ya115tsy52,ya115tsy52,,,roundtrip_mismatch,ɦia115tsɿ52,yia115tsy52,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,533,,142,,,,,夜老老,,ya11lau11lau11,ya11lau11lau11,,,roundtrip_mismatch,ɦia11lɒ11lɒ11,yia11lau11lau11,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,542,,143,,,,,雉鸡,,dzy115ci52,dzy115ci52,,,roundtrip_mismatch,dzɿ115tɕi52,dzy115tci52,roundtrip_mismatch,? 2 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,543,,143,,,,,野鸡,,ya115ci52,ya115ci52,,,roundtrip_mismatch,ɦia115tɕi52,yia115tci52,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-??????????? 2 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,556,,143,,,,,野白鸽,,ya115baq5keq54,ya115baq5keq54,,,roundtrip_mismatch,ɦia115baʔ5keʔ54,yia115baq5keq54,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,562,,143,,,,,画眉,,wo11mi11,wo11mi11,,,roundtrip_mismatch,ɦuo11mi11,wuo11mi11,roundtrip_mismatch,? 1 ?? wo->wuo?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,567,,143,,,,,野鸭,,ya115aeq54,ya115aeq54,,,roundtrip_mismatch,ɦia115æʔ54,yia115aeq54,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,568,,143,,,,,长脚鹭,,tsan335ciaq5lu52,tsan335ciaq5lu52,,,roundtrip_mismatch,tsaŋ335tɕiaʔ5lu52,tsan335tciaq5lu52,roundtrip_mismatch,? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,569,,143,,,,,鲫鱼,,ciq3yu52,ciq3yu52,,,roundtrip_mismatch,tɕieʔ3ɦy52,tciq3yu52,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,570,,143,,,,,白鲫,,baq1ciq5,baq1ciq5,,,roundtrip_mismatch,baʔ1tɕieʔ5,baq1tciq5,roundtrip_mismatch,? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,588,,144,,,,,鳜花,,ci33huo33,ci33huo33,,,roundtrip_mismatch,tɕi33huo33,tci33huo33,roundtrip_mismatch,? 1 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,611,,145,,,,,划水,,wo11sy55,wo11sy55,,,roundtrip_mismatch,ɦuo11sɿ55,wuo11sy55,roundtrip_mismatch,? 1 ?? wo->wuo?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,627,,145,,,,,毛大蟹,,mhau33da55ha52,mhau33da55ha52,,,forward_error,<mhau33>da55ha52,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,628,,145,,,,,横甲蟹,,wan11ciaq5ha52,wan11ciaq5ha52,,,roundtrip_mismatch,ɦuaŋ11tɕiaʔ5ha52,wuan11tciaq5ha52,roundtrip_mismatch,? 1 ?? wan->wuan?w- ???/????????? wu-??????????? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
