source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	error_code	why_not_ok	recommended_action
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	291	pdf012_p134_0002	134	12	2	train	matched	羊臊臭	羊滕臭	yan11sau55tsheu52	yan11sau55tsheu52	ɦiaŋ11sɒ55tsʰɤ52	candidate_headword_differs	roundtrip_mismatch	ɦiaŋ11sɒ55tsʰɤ52	yian11sau55tsheu52	roundtrip_mismatch	? 1 ?? yan->yian?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	297	pdf012_p134_0008	134	12	8	train	matched	乌焦毛头臭	书焦毛头臭	u33ciau55mhau55deu55tsheu33	u33ciau55mhau55deu55tsheu33	u33tɕiɤ55hmɤ55də55tsʰə33	candidate_headword_differs	forward_error	u33tɕiɒ55<mhau55>dɤ55tsʰɤ33		unknown_final:hau:mhau	???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????	???????????? wupin_ipa_map.json???????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	324	pdf013_p135_0011	135	13	11	train	matched	今年	今年	cin335gnien52	cin335gnien52	tɕiŋ335ȵiẽ52	bracket_context_review	roundtrip_mismatch	tɕiŋ335ȵiẽ52	tcin335gnien52	roundtrip_mismatch	? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	336	pdf013_p135_0023	135	13	23	train	matched	前几年	前几年	zhien11ci55gnien52	zhien11ci55gnien52	ʑiẽ11tɕi55ȵiẽ52	ok	roundtrip_mismatch	ʑiẽ11tɕi55ȵiẽ52	zhien11tci55gnien52	roundtrip_mismatch	? 2 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	344	pdf014_p136_0003	136	14	3	train	matched	年脚	年脚	gnien11ciaq5	gnien11ciaq5	ȵiẽ11tɕiaʔ5	ok	roundtrip_mismatch	ȵiẽ11tɕiaʔ5	gnien11tciaq5	roundtrip_mismatch	? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	358	pdf014_p136_0017	136	14	17	train	low_match	日脚	卧	gniq1ciaq5	gniq1ciaq5	ȵieʔ1tɕiaʔ5	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ȵieʔ1tɕiaʔ5	gniq1tciaq5	roundtrip_mismatch	? 2 ?? ciaq->tciaq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	359	pdf014_p136_0018	136	14	18	train	matched	今朝	今朝	cin33tsau52	cin33tsau52	tɕiŋ33tsɒ52	ok	roundtrip_mismatch	tɕiŋ33tsɒ52	tcin33tsau52	roundtrip_mismatch	? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	367	pdf015_p137_0000	137	15	0	train	low_match	上夜日子	上	zan115ya55gni55tsy52	zan115ya55gni55tsy52	zaŋ115ɦia55ȵi55tsɿ52	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	zaŋ115ɦia55ȵi55tsɿ52	zan115yia55gni55tsy52	roundtrip_mismatch	? 2 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	381	pdf015_p137_0015	137	15	15	train	matched	夜头	夜头	ya11deu11	ya11deu11	ɦia11dɤ11	ok	roundtrip_mismatch	ɦia11dɤ11	yia11deu11	roundtrip_mismatch	? 1 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	397	pdf016_p138_0001	138	16	1	val	matched	夜快	夜快	ya11khua11	ya11khua11	ɦia11kʰua11	bracket_context_review	roundtrip_mismatch	ɦia11kʰua11	yia11khua11	roundtrip_mismatch	? 1 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	399	pdf016_p138_0003	138	16	3	val	matched	前半夜	前半夜	jien11poen55ya52	jien11poen55ya52	dʑiẽ11pø̃55ɦia52	ok	roundtrip_mismatch	dʑiẽ11pø̃55ɦia52	jien11poen55yia52	roundtrip_mismatch	? 3 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	400	pdf016_p138_0004	138	16	4	val	matched	上半夜	上半夜	zan115poen55ya52	zan115poen55ya52	zaŋ115pø̃55ɦia52	ok	roundtrip_mismatch	zaŋ115pø̃55ɦia52	zan115poen55yia52	roundtrip_mismatch	? 3 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	401	pdf016_p138_0005	138	16	5	val	matched	后半夜	后半夜	gheu115poen55ya52	gheu115poen55ya52	ɦɤ115pø̃55ɦia52	ok	roundtrip_mismatch	ɦɤ115pø̃55ɦia52	gheu115poen55yia52	roundtrip_mismatch	? 3 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	402	pdf016_p138_0006	138	16	6	val	matched	下半夜	卜半夜	gho115poen55ya52	gho115poen55ya52	ɦo115pø̃55ɦia52	candidate_headword_differs	roundtrip_mismatch	ɦo115pø̃55ɦia52	gho115poen55yia52	roundtrip_mismatch	? 3 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	403	pdf016_p138_0007	138	16	7	train	weak_match	半夜	平夜	poen33ya33	poen33ya33	pø̃33ɦia33	bracket_context_review;non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	pø̃33ɦia33	poen33yia33	roundtrip_mismatch	? 2 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	404	pdf016_p138_0008	138	16	8	val	matched	成更半夜	成更半夜	dzeon11kan55poen55ya52	dzeon11kan55poen55ya52	dzəŋ11kaŋ55pø̃55ɦia52	ok	roundtrip_mismatch	dzəŋ11kaŋ55pø̃55ɦia52	dzeon11kan55poen55yia52	roundtrip_mismatch	? 4 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	424	pdf017_p139_0001	139	17	1	test	matched	冷天家	冷天家	lan115thien55cia52	lan115thien55cia52	laŋ115tʰiẽ55tɕia52	ok	roundtrip_mismatch	laŋ115tʰiẽ55tɕia52	lan115thien55tcia52	roundtrip_mismatch	? 3 ?? cia->tcia?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	438	pdf017_p139_0016	139	17	16	test	matched	稼青黄不接	稼占黄不接	cia33chin33huaon33peq3ciq3	cia33chin33huaon33peq3ciq3	tɕia33tɕʰiŋ33huɒŋ33peʔ3tɕieʔ3	candidate_headword_differs	roundtrip_mismatch	tɕia33tɕʰiŋ33huɒŋ33peʔ3tɕieʔ3	tcia33chin33huaon33peq3tciq3	roundtrip_mismatch	? 1 ?? cia->tcia?IPA ???? c ?????? tc/tci/tcia???????????? 5 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	441	pdf017_p139_0019	139	17	19	test	matched	九月	九月	cieu335gnioeq54	cieu335gnioeq54	tɕiɤ335ȵiøʔ54	ok	roundtrip_mismatch	tɕiɤ335ȵiøʔ54	tcieu335gnioeq54	roundtrip_mismatch	? 1 ?? cieu->tcieu?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	454	pdf018_p140_0008	140	18	8	train	matched	春节	春节	tsheen33ciq5	tsheen33ciq5	tsʰẽ33tɕieʔ5	ok	roundtrip_mismatch	tsʰẽ33tɕieʔ5	tsheen33tciq5	roundtrip_mismatch	? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	458	pdf018_p140_0012	140	18	12	train	matched	清明节	沽明节	chin33meen55ciq54	chin33meen55ciq54	tɕʰiŋ33mẽ55tɕieʔ54	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33mẽ55tɕieʔ54	chin33meen55tciq54	roundtrip_mismatch	? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	464	pdf018_p140_0018	140	18	18	train	low_match	中秋节	中	tson33chieu55ciq54	tson33chieu55ciq54	tsoŋ33tɕʰiɤ55tɕieʔ54	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	tsoŋ33tɕʰiɤ55tɕieʔ54	tson33chieu55tciq54	roundtrip_mismatch	? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	465	pdf018_p140_0019	140	18	19	train	matched	重阳	重阳	dzon11yan52	dzon11yan52	dzoŋ11ɦiaŋ52	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ52	dzon11yian52	roundtrip_mismatch	? 2 ?? yan->yian?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	466	pdf018_p140_0020	140	18	20	train	matched	重阳节	重阳节	dzon11yan55ciq54	dzon11yan55ciq54	dzoŋ11ɦiaŋ55tɕieʔ54	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ55tɕieʔ54	dzon11yian55tciq54	roundtrip_mismatch	? 2 ?? yan->yian?y- ???/????????? yi-??????????? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
ocr_selected_all	ipa_ocr_work\dataset\shaoxing_pdf136_clean\ocr_selected_all\eval_manifest.tsv	467	pdf018_p140_0021	140	18	21	train	matched	三十日夜	三十日夜	saen33zeq5gni55ya52	saen33zeq5gni55ya52	sæ̃33zeʔ5ȵi55ɦia52	ok	roundtrip_mismatch	sæ̃33zeʔ5ȵi55ɦia52	saen33zeq5gni55yia52	roundtrip_mismatch	? 4 ?? ya->yia?y- ???/????????? yi-?????????	????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
