source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	66	pdf047_p169_0011	169	47	11	test	matched	油豆腐	汕豆腐	yeu11deu55vu52	yeu11deu55vu52	ɦiɤ11dɤ55vu52	ok	candidate_headword_differs	roundtrip_mismatch	ɦiɤ11dɤ55vu52	yieu11deu55vu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	73	pdf057_p179_0007	179	57	7	test	matched	大襟	大襟	da11cin11	da11cin11	da11tɕiŋ11	ok	ok	roundtrip_mismatch	da11tɕiŋ11	da11tcin11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	74	pdf057_p179_0008	179	57	8	test	matched	小襟	小襟	shiau335cin52	shiau335cin52	ɕiɒ335tɕiŋ52	ok	ok	roundtrip_mismatch	ɕiɒ335tɕiŋ52	shiau335tcin52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	76	pdf057_p179_0011	179	57	11	test	matched	下裾头	下祝头	gho115ciu55deu52	gho115ciu55deu52	ɦo115tɕy55dɤ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦo115tɕy55dɤ52	gho115tciu55deu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	79	pdf057_p179_0016	179	57	16	test	matched	裤脚管	裤脚符	khu33ciaq3kuoen33	khu33ciaq3kuoen33	kʰu33tɕiaʔ3kuø̃33	ok	candidate_headword_differs	roundtrip_mismatch	kʰu33tɕiaʔ3kuø̃33	khu33tciaq3kuoen33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	80	pdf057_p179_0018	179	57	18	test	matched	裤脚头	裤脚头	khu33ciaq3deu33	khu33ciaq3deu33	kʰu33tɕiaʔ3dɤ33	ok	ok	roundtrip_mismatch	kʰu33tɕiaʔ3dɤ33	khu33tciaq3deu33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	83	pdf057_p179_0026	179	57	26	test	matched	垫肩	垫肩	dien11cien11	dien11cien11	diẽ11tɕiẽ11	ok	ok	roundtrip_mismatch	diẽ11tɕiẽ11	dien11tcien11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	87	pdf067_p189_0004	189	67	4	test	matched	茶几	茶几	dzo11ci52	dzo11ci52	dzo11tɕi52	ok	ok	roundtrip_mismatch	dzo11tɕi52	dzo11tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	101	pdf077_p199_0001	199	77	1	test	matched	脸盆架	脸盆架	lien115been55cia52	lien115been55cia52	liẽ115bẽ55tɕia52	ok	ok	roundtrip_mismatch	liẽ115bẽ55tɕia52	lien115been55tcia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	102	pdf077_p199_0002	199	77	2	test	matched	脚桶	脚桶	ciaq3don55	ciaq3don55	tɕiaʔ3doŋ55	ok	ok	roundtrip_mismatch	tɕiaʔ3doŋ55	tciaq3don55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	103	pdf077_p199_0004	199	77	4	test	matched	手巾	手巾	seu335cin52	seu335cin52	sɤ335tɕiŋ52	ok	ok	roundtrip_mismatch	sɤ335tɕiŋ52	seu335tcin52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	104	pdf077_p199_0005	199	77	5	test	matched	脚布	括脚布	ciaq3pu55	ciaq3pu55	tɕiaʔ3pu55	ok	candidate_headword_differs	roundtrip_mismatch	tɕiaʔ3pu55	tciaq3pu55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	106	pdf077_p199_0008	199	77	8	test	matched	洋肥皂	洋肥皂	yan11bi55zau52	yan11bi55zau52	ɦiaŋ11bi55zɒ52	ok	ok	roundtrip_mismatch	ɦiaŋ11bi55zɒ52	yian11bi55zau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	108	pdf077_p199_0010	199	77	10	test	matched	药水肥皂	药水肥皂	yaq1sy55bi55zau52	yaq1sy55bi55zau52	ɦiaʔ1sɿ55bi55zɒ52	ok	ok	roundtrip_mismatch	ɦiaʔ1sɿ55bi55zɒ52	yiaq1sy55bi55zau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	111	pdf077_p199_0013	199	77	13	test	matched	生发油	生发油	san33faeq5yeu52	san33faeq5yeu52	saŋ33fæʔ5ɦiɤ52	ok	ok	roundtrip_mismatch	saŋ33fæʔ5ɦiɤ52	san33faeq5yieu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	120	pdf077_p199_0025	199	77	25	test	matched	梳头家生	梳头家生	su33deu55cia55san52	su33deu55cia55san52	su33dɤ55tɕia55saŋ52	ok	ok	roundtrip_mismatch	su33dɤ55tɕia55saŋ52	su33deu55tcia55san52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	121	pdf077_p199_0026	199	77	26	test	matched	镜	镜	cin33	cin33	tɕiŋ33	ok	ok	roundtrip_mismatch	tɕiŋ33	tcin33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	127	pdf087_p209_0009	209	87	9	test	matched	长脚鹭鸶	长脚鹭鹭	tsan335ciaq5lu55sy52	tsan335ciaq5lu55sy52	tsaŋ335tɕiaʔ5lu55sɿ52	ok	candidate_headword_differs	roundtrip_mismatch	tsaŋ335tɕiaʔ5lu55sɿ52	tsan335tciaq5lu55sy52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	131	pdf087_p209_0019	209	87	19	test	matched	鸡骨头人	鸡骨头人	ci33kueq5deu55zeen52	ci33kueq5deu55zeen52	tɕi33kueʔ5dɤ55zẽ52	ok	ok	roundtrip_mismatch	tɕi33kueʔ5dɤ55zẽ52	tci33kueq5deu55zeen52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	136	pdf087_p209_0029	209	87	29	test	matched	肉里眼	肉坒眼	gnio11li11ngaen11	gnio11li11ngaen11	ȵiɒ11li11ŋæ̃11	ok	candidate_headword_differs	roundtrip_mismatch	ȵiɒ11li11ŋæ̃11	gniau11li11ngaen11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	145	pdf097_p219_0013	219	97	13	test	matched	大项颈	大项颈	da11ghaon11cin11	da11ghaon11cin11	da11ɦɒŋ11tɕiŋ11	ok	ok	roundtrip_mismatch	da11ɦɒŋ11tɕiŋ11	da11ghaon11tcin11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	154	pdf107_p229_0002	229	107	2	test	matched	空壳大少爷	空九大少爷	khuon33khoq5da55sau55ya52	khuon33khoq5da55sau55ya52	kʰuoŋ33kʰoʔ5da55sɒ55ɦia52	ok	candidate_headword_differs	roundtrip_mismatch	kʰuoŋ33kʰoʔ5da55sɒ55ɦia52	khuon33khoq5da55sau55yia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	181	pdf127_p249_0009	249	127	9	test	matched	肉店	肉店	gnio11tien11	gnio11tien11	ȵiɒ11tiẽ11	ok	ok	roundtrip_mismatch	ȵiɒ11tiẽ11	gniau11tien11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	187	pdf127_p249_0018	249	127	18	test	matched	宿夜店	宿夜店	shieu33ya33tien33	shieu33ya33tien33	ɕiɤ33ɦia33tiẽ33	ok	ok	roundtrip_mismatch	ɕiɤ33ɦia33tiẽ33	shieu33yia33tien33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	203	pdf001_p123_0006	123	1	6	train	matched	月华	月华	yoeq1wo55	yoeq1wo55	ɦiøʔ1ɦuo55	ok	ok	roundtrip_mismatch	ɦiøʔ1ɦuo55	yoeq1wuo55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	204	pdf001_p123_0010	123	1	10	train	matched	黄昏晓	苗昏晓	waon11huen55shiau52	waon11huen55shiau52	ɦuɒŋ11huẽ55ɕiɒ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦuɒŋ11huẽ55ɕiɒ52	wuaon11huen55shiau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	216	pdf002_p124_0001	124	2	1	train	matched	鬼子头风	鬼了头风	ciu335tseq5deu55fon52	ciu335tseq5deu55fon52	tɕy335tseʔ5dɤ55foŋ52	ok	candidate_headword_differs	roundtrip_mismatch	tɕy335tseʔ5dɤ55foŋ52	tciu335tseq5deu55fon52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	251	pdf003_p125_0019	125	3	19	train	matched	皎致晴天	皎致眙天	ciau33tsy55jin55thien52	ciau33tsy55jin55thien52	tɕiɒ33tsɿ55dʑiŋ55tʰiẽ52	ok	candidate_headword_differs	roundtrip_mismatch	tɕiɒ33tsɿ55dʑiŋ55tʰiẽ52	tciau33tsy55jin55thien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	255	pdf003_p125_0024	125	3	24	train	matched	养花天	养花天	yan115huo55thien52	yan115huo55thien52	ɦiaŋ115huo55tʰiẽ52	ok	ok	roundtrip_mismatch	ɦiaŋ115huo55tʰiẽ52	yian115huo55thien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	256	pdf003_p125_0025	125	3	25	train	matched	黄梅天	黄梅夭	waon11me55thien52	waon11me55thien52	ɦuɒŋ11mᴇ55tʰiẽ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦuɒŋ11mᴇ55tʰiẽ52	wuaon11me55thien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	259	pdf004_p126_0000	126	4	0	train	low_match	黄沙天	如少天	waon11so55thien52	waon11so55thien52	ɦuɒŋ11so55tʰiẽ52	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ɦuɒŋ11so55tʰiẽ52	wuaon11so55thien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	281	pdf005_p127_0021	127	5	21	train	weak_match	山脊	山	saen33ciq5	saen33ciq5	sæ̃33tɕieʔ5	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	sæ̃33tɕieʔ5	saen33tciq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	282	pdf005_p127_0024	127	5	24	train	matched	山脚	山脚	saen33ciaq5	saen33ciaq5	sæ̃33tɕiaʔ5	ok	ok	roundtrip_mismatch	sæ̃33tɕiaʔ5	saen33tciaq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	293	pdf006_p128_0023	128	6	23	train	low_match	㶇	汉沿	wan11	wan11	ɦuaŋ11	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ɦuaŋ11	wuan11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	300	pdf008_p130_0004	130	8	4	train	weak_match	景致	以致	cin335tsy52	cin335tsy52	tɕiŋ335tsɿ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ335tsɿ52	tcin335tsy52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	302	pdf008_p130_0009	130	8	9	train	weak_match	鉴湖	鉴曲	cien33wu33	cien33wu33	tɕiẽ33ɦu33	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiẽ33ɦu33	tcien33wu33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	303	pdf008_p130_0010	130	8	10	train	weak_match	金子	金千	cin33tsy55	cin33tsy55	tɕiŋ33tsɿ55	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ33tsɿ55	tcin33tsy55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	315	pdf009_p131_0004	131	9	4	train	weak_match	水晶	水品	sy335cin52	sy335cin52	sɿ335tɕiŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	sɿ335tɕiŋ52	sy335tcin52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	319	pdf009_p131_0008	131	9	8	train	matched	珍珠	珍珠	tseen33ciu52	tseen33ciu52	tsẽ33tɕy52	ok	ok	roundtrip_mismatch	tsẽ33tɕy52	tseen33tciu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	320	pdf009_p131_0009	131	9	9	train	weak_match	硫黄	硫员	lieu11waon52	lieu11waon52	liɤ11ɦuɒŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	liɤ11ɦuɒŋ52	lieu11wuaon52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	354	pdf011_p133_0013	133	11	13	train	matched	迹足	迹足	ciq3tsoq5	ciq3tsoq5	tɕieʔ3tsoʔ5	ok	ok	roundtrip_mismatch	tɕieʔ3tsoʔ5	tciq3tsoq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	359	pdf011_p133_0023	133	11	23	train	low_match	油蒿气	汕荔气	yeu11hau55chi52	yeu11hau55chi52	ɦiɤ11hɒ55tɕʰi52	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ɦiɤ11hɒ55tɕʰi52	yieu11hau55chi52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	362	pdf011_p133_0026	133	11	26	train	weak_match	恶药头气	悲约头气	oq3yaq5deu55chi55	oq3yaq5deu55chi55	oʔ3ɦiaʔ5dɤ55tɕʰi55	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	oʔ3ɦiaʔ5dɤ55tɕʰi55	oq3yiaq5deu55chi55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	363	pdf012_p134_0002	134	12	2	train	matched	羊臊臭	羊滕臭	yan11sau55tsheu52	yan11sau55tsheu52	ɦiaŋ11sɒ55tsʰɤ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦiaŋ11sɒ55tsʰɤ52	yian11sau55tsheu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	389	pdf013_p135_0023	135	13	23	train	matched	前几年	前几年	zhien11ci55gnien52	zhien11ci55gnien52	ʑiẽ11tɕi55ȵiẽ52	ok	ok	roundtrip_mismatch	ʑiẽ11tɕi55ȵiẽ52	zhien11tci55gnien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	395	pdf014_p136_0003	136	14	3	train	matched	年脚	年脚	gnien11ciaq5	gnien11ciaq5	ȵiẽ11tɕiaʔ5	ok	ok	roundtrip_mismatch	ȵiẽ11tɕiaʔ5	gnien11tciaq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	401	pdf014_p136_0017	136	14	17	train	low_match	日脚	卧	gniq1ciaq5	gniq1ciaq5	ȵieʔ1tɕiaʔ5	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ȵieʔ1tɕiaʔ5	gniq1tciaq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	402	pdf014_p136_0018	136	14	18	train	matched	今朝	今朝	cin33tsau52	cin33tsau52	tɕiŋ33tsɒ52	ok	ok	roundtrip_mismatch	tɕiŋ33tsɒ52	tcin33tsau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	436	pdf018_p140_0008	140	18	8	train	matched	春节	春节	tsheen33ciq5	tsheen33ciq5	tsʰẽ33tɕieʔ5	ok	ok	roundtrip_mismatch	tsʰẽ33tɕieʔ5	tsheen33tciq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	440	pdf018_p140_0012	140	18	12	train	matched	清明节	沽明节	chin33meen55ciq54	chin33meen55ciq54	tɕʰiŋ33mẽ55tɕieʔ54	ok	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33mẽ55tɕieʔ54	chin33meen55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	445	pdf018_p140_0019	140	18	19	train	matched	重阳	重阳	dzon11yan52	dzon11yan52	dzoŋ11ɦiaŋ52	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ52	dzon11yian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	446	pdf018_p140_0020	140	18	20	train	matched	重阳节	重阳节	dzon11yan55ciq54	dzon11yan55ciq54	dzoŋ11ɦiaŋ55tɕieʔ54	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ55tɕieʔ54	dzon11yian55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	447	pdf018_p140_0021	140	18	21	train	matched	三十日夜	三十日夜	saen33zeq5gni55ya52	saen33zeq5gni55ya52	sæ̃33zeʔ5ȵi55ɦia52	ok	ok	roundtrip_mismatch	sæ̃33zeʔ5ȵi55ɦia52	saen33zeq5gni55yia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	448	pdf018_p140_0022	140	18	22	train	matched	年三十夜	年三十夜	gnien11saen55zeq5ya52	gnien11saen55zeq5ya52	ȵiẽ11sæ̃55zeʔ5ɦia52	ok	ok	roundtrip_mismatch	ȵiẽ11sæ̃55zeʔ5ɦia52	gnien11saen55zeq5yia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	449	pdf018_p140_0023	140	18	23	train	matched	年夜	年夜	gnien11ya55	gnien11ya55	ȵiẽ11ɦia55	ok	ok	roundtrip_mismatch	ȵiẽ11ɦia55	gnien11yia55	
