合并状态,source_page,pdf_page,词条,OCR行号,OCR页码,OCR汉字,VLM_IPA,OCR_IPA,IPA完全相同,IPA数字相同,IPA音段相同,IPA只有数字不同,IPA相似度,VLM吴拼_由IPA反推,OCR吴拼,吴拼完全相同,吴拼数字相同,吴拼字母相同,吴拼只有数字不同,吴拼相似度,VLM吴拼反推状态,VLM_IPA来源,VLM_原始IPA字段,VLM_ipa_raw,VLM置信度,VLM备注,OCR后续汉字
两边都有,260,138,斗鼓,35,260,斗鼓,tʏ335ku52,tɤ335ku52,否,是,否,否,0.888889,t335ku52,teu335ku52,否,否,否,否,,unknown_ipa:ʏ,syllables_json.final,tʏ335ku52,tʏ335ku52,0.99,,斗鼓h'335ku铲一种两面蒙皮的大鼓。
两边都有,260,138,毅鼓,36,260,毅鼓,toʔ3ku55,toʔ3ku55,是,是,是,否,1.0,toq3ku55,toq3ku55,是,是,是,否,1.0,ok,syllables_json.final,toʔ3ku55,toʔ3ku55,0.99,,毅鼓to怀kuW一种扁形小鼓，鼓皮下四周有硬木衬垫。鼓声浩
两边都有,260,138,琵琶,34,260,琵琶,bi11bo52,bi11bo52,是,是,是,否,1.0,bi11bo52,bi11bo52,是,是,是,否,1.0,ok,syllables_json.final,bi11bo52,bi11bo52,0.99,,琵琶b谓bo铲
两边都有,260,138,笛,32,260,笛,dieʔ23,dieʔ23,是,是,是,否,1.0,diq23,diq23,是,是,是,否,1.0,ok,syllables_json.final,dieʔ23,dieʔ23,0.99,,笛die俨梆笛。
两边都有,261,139,东西,74,261,东西,toŋ33ȵi52,toŋ33ɕi52,否,是,否,否,0.888889,ton33gni52,ton33shi52,否,是,否,否,0.8,ok,syllables_json.final,toŋ33ȵi52,toŋ33ȵi52,0.95,,东西tOI)~沁i~2
两边都有,261,139,体操,71,261,体操,ti335tsʰɒ52,tʰi335tsʰɒ52,否,是,否,否,0.916667,ti335tshau52,thi335tshau52,否,是,否,否,0.923077,ok,syllables_json.final,tʰi335tsʰɒ52,ti335tsʰɔ52,0.95,,体操th严tshos2
两边都有,261,139,性命,79,261,性命,ɕiŋ33miŋ33,ɕiŋ33mẽ33,否,是,否,否,0.8,shin33min33,shin33meen33,否,是,否,否,0.833333,ok,syllables_json.final,ɕiŋ33mi33,ɕiŋ33miŋ33,0.95,,性命Ci-')Jlffiil)且
两边都有,261,139,手气,83,261,手气,sɤ335tɕʰi52,sɤ335tɕʰi52,是,是,是,否,1.0,seu335chi52,seu335chi52,是,是,是,否,1.0,ok,syllables_json.final,sɤ335tʰi52,sɤ335tɕʰi52,0.95,,手气S'C35tG啸贴搏时的运气
两边都有,261,139,气数,84,261,气数,tɕʰi33su33,tɕʰi33su33,是,是,是,否,1.0,chi33su33,chi33su33,是,是,是,否,1.0,ok,syllables_json.final,tɕʰi33su33,tɕʰi33su33,0.95,,气数t砂insu33命运。
两边都有,261,139,球,62,261,球,dʑiɤ231,dʑiɤ231,是,是,是,否,1.0,jieu231,jieu231,是,是,是,否,1.0,ok,syllables_json.final,dʑiɤ231,dʑiɤ231,0.95,,球dii¥131
两边都有,261,139,用场,78,261,用场,ɦioŋ11dzaŋ11,ɦoŋ11dzaŋ11,否,是,否,否,0.916667,yon11dzan11,ghon11dzan11,否,是,否,否,0.833333,ok,syllables_json.final,ɦioŋ11dzaŋ11,ɦioŋ11dzaŋ11,0.95,,用场和OJJ11dza1J杻
两边都有,261,139,皮球,63,261,皮球,bi11dʑiɤ52,bi11dʑiɤ52,是,是,是,否,1.0,bi11jieu52,bi11jieu52,是,是,是,否,1.0,ok,syllables_json.final,bi11dʑiɤ52,bi11dʑiɤ52,0.95,,皮球bi铲d~i讨
两边都有,261,139,题目,77,261,题目,di11moʔ5,di11moʔ5,是,是,是,否,1.0,di11moq5,di11moq5,是,是,是,否,1.0,ok,syllables_json.final,di11moʔ5,di11mo?5,0.95,,题目di铲mon1
两边都有,263,141,刁话,139,263,刁话,tiɒ33ɦuo55,tiɒ33ɦo55,否,是,否,否,0.9,tiau33wo55,tiau33gho55,否,是,否,否,0.818182,ok,syllables_json.final,tiɒ33ɦuo55,tiɒ33ɦuo55,0.99,,刁话tio部uo~~吃弓后挖苦对方的话。
两边都有,263,141,力气,118,263,力气,lieʔ1tɕʰi55,lieʔ1tɕʰi55,是,是,是,否,1.0,liq1chi55,liq1chi55,是,是,是,否,1.0,ok,syllables_json.final,lieʔ1tɕʰi55,lieʔ1tɕʰi55,0.99,,力气lie?坻啸
两边都有,263,141,原因,125,263,原因,niõ11iŋ52,ȵiø̃11iŋ52,否,是,否,否,0.7,ni11in52,gnioen11in52,否,否,否,否,,unknown_ipa:õ,syllables_json.final,niõ11iŋ52,niõ11iŋ52,0.99,,"原因0,i0和旷"
两边都有,263,141,品行,122,263,品行,pʰiŋ335ɦiŋ52,pʰiŋ335ɦaŋ52,否,是,否,否,0.916667,phin335yin52,phin335ghan52,否,是,否,否,0.769231,ok,syllables_json.final,pʰiŋ335ɦiŋ52,pʰiŋ335ɦiŋ52,0.99,,品行p11il)mfiil)铲
两边都有,263,141,坏话,133,263,坏话,ɦua11ɦuo11,ɦu11ɦo11,否,是,否,否,0.8,wa11wo11,wu11gho11,否,是,否,否,0.666667,ok,syllables_json.final,ɦua11ɦuo11,ɦua11ɦuo11,0.99,,坏话fiua11fiuo11指下流话。
两边都有,263,141,学问,121,263,学问,ɦioʔ1vẽ55,ɦiøʔ1vẽ55,否,是,否,否,0.888889,yoq1veen55,yoeq1veen55,否,是,否,否,0.909091,ok,syllables_json.final,ɦioʔ1vẽ55,ɦioʔ1vẽ55,0.99,,学问的?t'v拟
两边都有,263,141,横话,132,263,横话,uaŋ33ɦuo55,ɦaŋ33ɦo55,否,是,否,否,0.8,uan33wo55,ghan33gho55,否,是,否,否,0.636364,ok,syllables_json.final,uaŋ33ɦuo55,uaŋ33ɦuo55,0.99,,横话uaIJ~Wuo~~峦横无礼的话。
两边都有,263,141,气话,137,263,气话,tɕʰi33ɦuo33,tɕʰi33ɦo33,否,是,否,否,0.909091,chi33wo33,chi33gho33,否,是,否,否,0.8,ok,syllables_json.final,tɕʰi33ɦuo33,tɕʰi33ɦuo33,0.99,,气话tc;;11i33fiuoll生气时说的过头话。
两边都有,263,141,炼话,131,263,炼话,liẽ11ɦuo11,liẽ11ɦo11,否,是,否,否,0.9,lien11wo11,lien11gho11,否,是,否,否,0.818182,ok,syllables_json.final,liẽ11ɦuo11,liẽ11ɦuo11,0.99,,炼话lie11fiuo11简练、诙诮、粘采的话。
两边都有,263,141,破话,135,263,破话,pʰa33ɦuo33,pʰa33ɦo33,否,是,否,否,0.9,pha33wo33,pha33gho33,否,是,否,否,0.8,ok,syllables_json.final,pʰa33ɦuo33,pʰa33ɦuo33,0.99,,破话pha33fiuoU毁谤性的话。
两边都有,263,141,胀话,136,263,胀话,tsaŋ33ɦuo33,tsaŋ33ɦo33,否,是,否,否,0.909091,tsan33wo33,tsan33gho33,否,是,否,否,0.818182,ok,syllables_json.final,tsaŋ33ɦuo33,tsaŋ33ɦuo33,0.99,,胀话tsa1)33fiuoH发牢骚而又使人尤可余何的话。
两边都有,263,141,靠傍,129,263,靠傍,kʰ33bɒŋ33,kʰɒ33bɒŋ33,否,是,否,否,0.9,kh33baon33,khau33baon33,否,是,否,否,0.833333,ok,syllables_json.final,kɒ33bɒŋ33,kʰ33bɒŋ33,0.99,,"靠傍k""沪bOIJSf依节。"
两边都有,264,142,亮话,143,264,亮话,liaŋ11ɦuo11,liaŋ11ɦo11,否,是,否,否,0.909091,lian11wo11,lian11gho11,否,是,否,否,0.818182,ok,syllables_json.final,liaŋ11ɦuo11,liaŋ11ɦuo11,0.95,,亮话lia1J11fiuo11不能卤说但斐人叨白的话。
两边都有,264,142,北,155,264,北,po45,poʔ45,否,是,否,否,0.8,po45,poq45,否,是,否,否,0.8,ok,syllables_json.final,poʔ45,po45,0.95,,北po'14s
两边都有,264,142,北首,168,264,北首,poʔ3sʮ55,poʔ3sɤ55,否,是,否,否,0.875,poq3s55,poq3seu55,否,否,否,否,,unknown_ipa:ʮ,syllables_json.final,poʔ3sʮ55,poʔ3sʮ55,0.95,,北首po许S¥铲
两边都有,264,142,南边,163,264,南边,nẽ11piẽ52,nẽ11piẽ52,是,是,是,否,1.0,neen11pien52,neen11pien52,是,是,是,否,1.0,ok,syllables_json.final,nẽ11piẽ52,nẽ11piẽ52,0.95,,南边n础p陌
两边都有,264,142,南首,162,264,南首,nẽ11sʮ55,nẽ11sɤ55,否,是,否,否,0.875,neen11s55,neen11seu55,否,否,否,否,,unknown_ipa:ʮ,syllables_json.final,nẽ11sʮ55,nẽ11sʮ55,0.95,,南首n础s沁
两边都有,265,143,左边,188,265,左边,tso335piẽ52,tso335piẽ52,是,是,是,否,1.0,tso335pien52,tso335pien52,是,是,是,否,1.0,ok,syllables_json.final,tso335piẽ52,tso335piẽ52,0.99,,左边tS0335pi铲
两边都有,266,144,四沿,217,266,四沿,sɿ33fiẽ33,sɿ33ɦẽ33,否,是,否,否,0.777778,sy33fien33,sy33gheen33,否,是,否,否,0.727273,ok,syllables_json.final,sɿ33fiẽ33,sɿ33fiẽ33,0.95,,四沿s131fii睬匹阎。
两边都有,266,144,四角,219,266,四角,sɿ33koʔ3,sɿ33koʔ3,是,是,是,否,1.0,sy33koq3,sy33koq3,是,是,是,否,1.0,ok,syllables_json.final,sɿ33koʔ3,sɿ33koʔ3,0.95,,四角s133ko?f
两边都有,266,144,四边,218,266,四边,s33piẽ33,sɿ33piẽ33,否,是,否,否,0.888889,s33pien33,sy33pien33,否,是,否,否,0.9,ok,syllables_json.final,s33piẽ33,s33piẽ33,0.95,,四边s133pi豁
两边都有,266,144,对照,208,266,对照,tɛ33tsɒ33,tᴇ33tsɒ33,否,是,否,否,0.888889,t33tsau33,te33tsau33,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɛ33tsɒ33,tɛ33tsɔ33,0.95,,对照t矿tso-11
两边都有,266,144,对过,209,266,对过,tɛ33ku33,tᴇ33ku33,否,是,否,否,0.875,t33ku33,te33ku33,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,t33ku33,tɛ33ku33,0.95,,对过tEnku3J
两边都有,268,146,出蛟,282,268,出蛟,tseʔ3tɕiɒ52,tsʰeʔ3tɕiɒ52,否,是,否,否,0.916667,tseq3ciau52,tsheq3ciau52,否,是,否,否,0.916667,ok,syllables_json.final,tseʔ3tɕiɒ52,tseʔ3tɕiɔ52,0.95,,出蛟ts11e?~5比ios2
两边都有,269,147,沉,326,269,沉,dzẽ231,dzɿ231,否,是,否,否,0.833333,dzeen231,dzy231,否,是,否,否,0.625,ok,syllables_json.final,dzẽ231,dzẽ231,0.95,,沉dz芒沉没。
两边都有,269,147,背阴,306,269,背阴,pᴇ33iŋ52,pᴇ33iŋ52,是,是,是,否,1.0,pe33in52,pe33in52,是,是,是,否,1.0,ok,syllables_json.final,pᴇ33iŋ52,pᴇ33iŋ52,0.95,,背阴pEJJ旷
两边都有,269,147,顺风,307,269,顺风,zẽ11foŋ11,zẽ11foŋ11,是,是,是,否,1.0,zeen11fon11,zeen11fon11,是,是,是,否,1.0,ok,syllables_json.final,zẽ11foŋ11,zẽ11foŋ11,0.95,,顺风z砂fo祁
两边都有,269,147,飘,322,269,飘,pʰiɒ52,pʰiɒ52,是,是,是,否,1.0,phiau52,phiau52,是,是,是,否,1.0,ok,syllables_json.final,pʰiɒ52,pʰiɒ52,0.95,,飘phiOS2随风吹动。
两边都有,269,147,飞,328,269,飞,fi52,fi52,是,是,是,否,1.0,fi52,fi52,是,是,是,否,1.0,ok,syllables_json.final,fi52,fi52,0.95,,飞fi52
两边都有,270,148,听,353,270,听,tʰiŋ33,tʰiŋ33,是,是,是,否,1.0,thin33,thin33,是,是,是,否,1.0,ok,syllables_json.final,tʰiŋ33,tʰiŋ33,0.99,,听thil)H
两边都有,270,148,听见,354,270,听见,tʰiŋ33tɕiẽ33,tʰiŋ33tɕiẽ33,是,是,是,否,1.0,thin33cien33,thin33cien33,是,是,是,否,1.0,ok,syllables_json.final,tʰiŋ33tɕiẽ33,tʰiŋ33tɕiẽ33,0.99,,听见thii)33t1pie3J
两边都有,270,148,散,335,270,散,sæ335,sæ̃335,否,是,否,否,0.833333,s335,saen335,否,否,否,否,,unknown_ipa:æ,syllables_json.final,sæ335,sæ335,0.99,,散s令35分散。
两边都有,270,148,断,331,270,断,dø113,dø̃113,否,是,否,否,0.833333,d113,doen113,否,否,否,否,,unknown_ipa:ø,syllables_json.final,dø113,dø113,0.99,,断d0IIJ
两边都有,270,148,纵,352,270,纵,tsoŋ33,tsoŋ33,是,是,是,否,1.0,tson33,tson33,是,是,是,否,1.0,ok,syllables_json.final,tso33,tsoŋ33,0.99,,纵tso1J33旧头～拢。
两边都有,270,148,跌,333,270,跌,tieʔ45,tieʔ45,是,是,是,否,1.0,tiq45,tiq45,是,是,是,否,1.0,ok,syllables_json.final,tieʔ45,tieʔ45,0.99,,跌tie产掉下。
两边都有,271,149,吐,371,271,吐,tu335,tʰu335,否,是,否,否,0.833333,tu335,thu335,否,是,否,否,0.833333,ok,syllables_json.final,tʰu335,tu335,0.9,,吐thUJJS
两边都有,271,149,吞,367,271,吞,tʰõ52,tʰø̃52,否,是,否,否,0.666667,th52,thoen52,否,否,否,否,,unknown_ipa:õ,syllables_json.final,tõ52,tʰõ52,0.9,,"吞t""矿咽大块的食物。"
两边都有,271,149,呵,378,271,呵,ho52,ɕia52,否,是,否,否,0.4,ho52,shia52,否,是,否,否,0.5,ok,syllables_json.final,ho52,ho52,0.9,,呵hos2哈气：个小人顶欢点冷天家窗门高头～热气。
两边都有,271,149,咬,369,271,咬,ŋɒ113,ŋɒ113,是,是,是,否,1.0,ngau113,ngau113,是,是,是,否,1.0,ok,syllables_json.final,ŋɒ113,ŋɒ113,0.9,,咬1)0113
两边都有,271,149,哺,372,271,哺,pu33,pu33,是,是,是,否,1.0,pu33,pu33,是,是,是,否,1.0,ok,syllables_json.final,pu33,pu33,0.9,,哺puJJ嘴对嘴喂食：小人自还绘吃咪，要娘～伊咯。
两边都有,271,149,啃,370,271,啃,kʰəŋ335,kʰəŋ335,是,是,是,否,1.0,kheon335,kheon335,是,是,是,否,1.0,ok,syllables_json.final,kʰəŋ335,kʰəŋ335,0.9,,啃kh~IJJ35
两边都有,271,149,嚼,368,271,嚼,ʑiaʔ23,ʑiaʔ23,是,是,是,否,1.0,zhiaq23,zhiaq23,是,是,是,否,1.0,ok,syllables_json.final,iaʔ23,ʑiaʔ23,0.9,,嚼勾a?u
两边都有,271,149,尝,376,271,尝,zŋ231,zaŋ231,否,是,否,否,0.833333,zng231,zan231,否,是,否,否,0.666667,ok,syllables_json.final,zɒ231,zŋ231,0.9,,尝ZOlJ刀I
两边都有,272,150,仰,382,272,仰,ȵian113,ȵiaŋ113,否,是,否,否,0.857143,gnian113,gnian113,是,是,是,否,1.0,ok,syllables_json.final,ȵian113,ȵian113,0.95,,"仰l),i31)IIJ"
两边都有,272,150,叉,399,272,叉,tsʰo52,tsʰa52,否,是,否,否,0.833333,tsho52,tsha52,否,是,否,否,0.833333,ok,syllables_json.final,tsʰo52,tsʰo52,0.95,,叉tSh矿(I)叉手。(2)抱启r
两边都有,272,150,抬,379,272,抬,dɛ231,dᴇ231,否,是,否,否,0.8,d231,de231,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,dɛ231,dɛ231,0.95,,抬d芒～头
两边都有,272,150,招,394,272,招,tsɒ52,tsɒ52,是,是,是,否,1.0,tsau52,tsau52,是,是,是,否,1.0,ok,syllables_json.final,ts52,tsɒ52,0.95,,招tso5i~手c
两边都有,272,150,摇,393,272,摇,fiɒ231,huɒŋ231,否,是,否,否,0.571429,fiau231,huaon231,否,是,否,否,0.5,ok,syllables_json.final,fiɒ231,fiɒ231,0.95,,摇fiiO~)I摆手，
两边都有,272,150,昂,381,272,昂,ŋɒ113,ŋɒŋ113,否,是,否,否,0.833333,ngau113,ngaon113,否,是,否,否,0.75,ok,syllables_json.final,ŋɒŋ113,ŋɒ113,0.95,,昂1)01)113仰头：～起头，行都勿来看偌一眼。
两边都有,272,150,点,400,272,点,tiẽ335,tiẽ335,是,是,是,否,1.0,tien335,tien335,是,是,是,否,1.0,ok,syllables_json.final,tiẽ335,tiẽ335,0.95,,点、tie33S指。
两边都有,272,150,缩,397,272,缩,soʔ45,soʔ45,是,是,是,否,1.0,soq45,soq45,是,是,是,否,1.0,ok,syllables_json.final,soʔ45,soʔ45,0.95,,缩so?4'
两边都有,272,150,顿,380,272,顿,tø̃52,tø̃52,是,是,是,否,1.0,toen52,toen52,是,是,是,否,1.0,ok,syllables_json.final,tø̃52,tø̃52,0.95,,顿t矿点头：伊头～～，看样f是同意咯。
两边都有,273,151,剥,424,273,剥,poʔ45,poʔ45,是,是,是,否,1.0,poq45,poq45,是,是,是,否,1.0,ok,syllables_json.final,poʔ45,poʔ45,0.99,,剥po?·s
两边都有,273,151,卷,423,273,卷,tɕiõ335,tɕiø̃335,否,是,否,否,0.75,ci335,cioen335,否,否,否,否,,unknown_ipa:õ,syllables_json.final,tɕiõ335,tɕiõ335,0.99,,卷tci0335
两边都有,273,151,拍,409,273,拍,pʰaʔ45,pʰaʔ45,是,是,是,否,1.0,phaq45,phaq45,是,是,是,否,1.0,ok,syllables_json.final,paʔ45,pʰaʔ45,0.99,,拍pha?•5
两边都有,273,151,拣,413,273,拣,kæ̃335,kæ̃335,是,是,是,否,1.0,kaen335,kaen335,是,是,是,否,1.0,ok,syllables_json.final,kæ̃335,kæ̃335,0.99,,拣K元JJS择菜己
两边都有,273,151,挠,404,273,挠,nɒ52,nɒ52,是,是,是,否,1.0,nau52,nau52,是,是,是,否,1.0,ok,syllables_json.final,nɒ52,nɔ52,0.99,,挠nos2抓。
两边都有,273,151,握,406,273,握,uoʔ45,uoʔ45,是,是,是,否,1.0,uoq45,uoq45,是,是,是,否,1.0,ok,syllables_json.final,uoʔ45,uoʔ45,0.99,,握uo?•5
两边都有,273,151,搓,421,273,搓,tso52,tsʰa52,否,是,否,否,0.666667,tso52,tsha52,否,是,否,否,0.666667,ok,syllables_json.final,tsʰo52,tso52,0.99,,搓ts11os2
两边都有,273,151,摘,412,273,摘,tieʔ45,tieʔ45,是,是,是,否,1.0,tiq45,tiq45,是,是,是,否,1.0,ok,syllables_json.final,tieʔ45,tieʔ45,0.99,,摘tie?•5(I)摘除：粗梗了～，也，禄得嫩头好哉('(2)攸断：
两边都有,273,151,撩,411,273,撩,liɒ11,liɒ11,是,是,是,否,1.0,liau11,liau11,是,是,是,否,1.0,ok,syllables_json.final,liɒ11,liɔ11,0.99,,撩lio11出手向不易达到的某处仲展：只大小榴～勿若，夹以一
两边都有,273,151,理,414,273,理,li113,li113,是,是,是,否,1.0,li113,li113,是,是,是,否,1.0,ok,syllables_json.final,li113,li113,0.99,,理IiIJJ
两边都有,274,152,托,439,274,托,tʰoʔ45,tʰoʔ45,是,是,是,否,1.0,thoq45,thoq45,是,是,是,否,1.0,ok,syllables_json.final,tʰoʔ45,tʰoʔ45,0.99,,托thOf45
两边都有,274,152,扯,443,274,扯,tsʰa335,tsʰa335,是,是,是,否,1.0,tsha335,tsha335,是,是,是,否,1.0,ok,syllables_json.final,tsʰa335,tsʰa335,0.99,,扯ts11a335
两边都有,274,152,扳,450,274,扳,pæ̃52,pæ̃52,是,是,是,否,1.0,paen52,paen52,是,是,是,否,1.0,ok,syllables_json.final,pæ̃52,pæ̃52,0.99,,扳p无“拉转：枝条～牢嫖放于。
两边都有,274,152,抬,458,274,抬,dᴇ231,dᴇ231,是,是,是,否,1.0,de231,de231,是,是,是,否,1.0,ok,syllables_json.final,dᴇ231,dᴇ231,0.99,,抬dEJ3I两人才合物：只婓1刺钱多，巷牌～过河('
两边都有,274,152,拉,442,274,拉,la52,hia52,否,是,否,否,0.6,la52,hia52,否,是,否,否,0.6,ok,syllables_json.final,la52,la52,0.99,,拉las2
两边都有,274,152,挑,461,274,挑,tʰiɒ52,tʰiɒ52,是,是,是,否,1.0,thiau52,thiau52,是,是,是,否,1.0,ok,syllables_json.final,tʰiɒ52,tʰiɔ52,0.99,,挑t11i052一人挑物：大担～、日逐销。
两边都有,274,152,捧,453,274,捧,pʰɒŋ335,pʰoŋ335,否,是,否,否,0.857143,phaon335,phon335,否,是,否,否,0.875,ok,syllables_json.final,pʰɒŋ335,pʰɔŋ335,0.99,,捧phOl)J35碗～亦．嫖跌落敲破。
两边都有,274,152,摆,435,274,摆,pa335,pa335,是,是,是,否,1.0,pa335,pa335,是,是,是,否,1.0,ok,syllables_json.final,pa335,pa335,0.99,,摆paJJ~
两边都有,274,152,曳,448,274,曳,ɦieʔ23,ɦieʔ23,是,是,是,否,1.0,yiq23,yiq23,是,是,是,否,1.0,ok,syllables_json.final,ɦieʔ23,ɦieʔ23,0.99,,曳fiie?23拽：衣袋～直。
两边都有,274,152,端,456,274,端,tø̃52,tø̃52,是,是,是,否,1.0,toen52,toen52,是,是,是,否,1.0,ok,syllables_json.final,tø̃52,tø̃52,0.99,,端t矿双下令轻物：～得杯茶拨我吃。
两边都有,274,152,装,432,274,装,tsɒŋ52,tsɒŋ52,是,是,是,否,1.0,tsaon52,tsaon52,是,是,是,否,1.0,ok,syllables_json.final,tsɒŋ52,tsɔŋ52,0.99,,装tS01)52安装C
两边都有,275,153,打,477,275,打,taŋ335,tɒ335,否,是,否,否,0.666667,tan335,tau335,否,是,否,否,0.833333,ok,syllables_json.final,taŋ335,taŋ335,0.9,声调数字335较为特殊，依图识别,打tal)困
两边都有,275,153,扯,485,275,扯,tsʰa335,tsʰa335,是,是,是,否,1.0,tsha335,tsha335,是,是,是,否,1.0,ok,syllables_json.final,tsʰa335,tsʰa335,0.9,声调数字335较为特殊，依图识别,扯ts1飞砂撕。
两边都有,275,153,扶,469,275,扶,vu231,bu231,否,是,否,否,0.8,vu231,bu231,否,是,否,否,0.8,ok,syllables_json.final,vu231,vu231,0.95,,扶vu231伊有些立勿牢尔，优去～伊把。
两边都有,275,153,把,476,275,把,p335,po335,否,是,否,否,0.8,p335,po335,否,是,否,否,0.8,ok,syllables_json.final,pɒ335,p335,0.9,声调数字335较为特殊，依图识别,把po33s托住孩干做某半：～尿，～屎。
两边都有,275,153,抱,472,275,抱,bɒ113,bɒ113,是,是,是,否,1.0,bau113,bau113,是,是,是,否,1.0,ok,syllables_json.final,bɒ113,bɒ113,0.95,,抱bo113(1)抱：～小毛头。(2)搂：～得小人坐车且到医院C
两边都有,275,153,拗,487,275,拗,ɒ335,ɦu335,否,是,否,否,0.6,au335,wu335,否,是,否,否,0.8,ok,syllables_json.final,ɒ335,ɒ335,0.9,声调数字335较为特殊，依图识别,拗0335折。
两边都有,275,153,撞,489,275,撞,dzŋ11,dzɒŋ11,否,是,否,否,0.833333,dzng11,dzaon11,否,是,否,否,0.571429,ok,syllables_json.final,dzɒŋ11,dzŋ11,0.95,,"撞dzog"""
两边都有,275,153,敲,480,275,敲,kʰɒ52,kʰɒ52,是,是,是,否,1.0,khau52,khau52,是,是,是,否,1.0,ok,syllables_json.final,kʰɒ52,kʰɒ52,0.95,,敲k11ns2
两边都有,275,153,碰,488,275,碰,ba11,baŋ11,否,是,否,否,0.8,ba11,ban11,否,是,否,否,0.8,ok,syllables_json.final,baŋ11,ba11,0.95,,碰bag11
两边都有,275,153,移,464,275,移,ɦi231,ɦiø̃231,否,是,否,否,0.714286,yi231,yoen231,否,是,否,否,0.571429,ok,syllables_json.final,ɦi231,ɦi231,0.95,,移fi严挪动。
两边都有,275,153,铺,465,275,铺,pʰu52,pʰu52,是,是,是,否,1.0,phu52,phu52,是,是,是,否,1.0,ok,syllables_json.final,pʰu52,pʰu52,0.95,,铺phU52
两边都有,276,154,包,517,276,包,po52,pɒŋ52,否,是,否,否,0.6,po52,paon52,否,是,否,否,0.666667,ok,syllables_json.final,po52,po52,1.0,,包p泸～书。
两边都有,276,154,合,509,276,合,keʔ45,keʔ45,是,是,是,否,1.0,keq45,keq45,是,是,是,否,1.0,ok,syllables_json.final,keʔ45,keʔ45,1.0,,合ke?4s拼合：～队。
两边都有,276,154,封,510,276,封,foŋ52,foŋ52,是,是,是,否,1.0,fon52,fon52,是,是,是,否,1.0,ok,syllables_json.final,foŋ52,foŋ52,1.0,,封fol)52门燃张字条～牢。
两边都有,276,154,拨,496,276,拨,peʔ45,peʔ45,是,是,是,否,1.0,peq45,peq45,是,是,是,否,1.0,ok,syllables_json.final,peʔ45,peʔ45,1.0,,"拨pe?4,撇升。"
