row_id	page	row_index	hanzi	wupin	image	quality	tone_position	syllable_index	wupin_base	wupin_initial	wupin_final	ipa_base	selected_tone	upper_tone	lower_tone	tone_policy	ipa_selected	conversion_error
p123_0009	123	9	星宿	shin33shieu55	review/images/page_123_0009.png	weak_match	upper_only	1	shieu	sh	ieu	ɕiə	55	55		visual_segment_single_tone__lower_null	ɕiə55	
p123_0010	123	10	黄昏晓	waon11huen55shiau52	train/images/page_123_0010.png	matched	upper_only	0	waon	w	aon	ɦɒŋ	11	11		visual_segment_single_tone__lower_null	ɦɒŋ11	
p123_0010	123	10	黄昏晓	waon11huen55shiau52	train/images/page_123_0010.png	matched	upper_only	1	huen	h	uen	huẽ	55	55		visual_segment_single_tone__lower_null	huẽ55	
p123_0010	123	10	黄昏晓	waon11huen55shiau52	train/images/page_123_0010.png	matched	upper_only	2	shiau	sh	iau	ɕiɤ	52	52		visual_segment_single_tone__lower_null	ɕiɤ52	
p123_0011	123	11	黄昏星	huaon33huen55shin52	train/images/page_123_0011.png	matched	both_upper_lower	0	huaon	h	uaon	huɒŋ	33	33		visual_segment_single_tone__lower_null	huɒŋ33	
p123_0011	123	11	黄昏星	huaon33huen55shin52	train/images/page_123_0011.png	matched	both_upper_lower	1	huen	h	uen	huẽ	55		55	visual_segment_selected_as_lower	huẽ55	
p123_0011	123	11	黄昏星	huaon33huen55shin52	train/images/page_123_0011.png	matched	both_upper_lower	2	shin	sh	in	ɕiŋ	52	52		visual_segment_single_tone__lower_null	ɕiŋ52	
p123_0012	123	12	五更晓	ng115kan55shiau52	train/images/page_123_0012.png	matched	both_upper_lower	0	ng		ng	ŋ	115		115	visual_segment_selected_as_lower	ŋ115	
p123_0012	123	12	五更晓	ng115kan55shiau52	train/images/page_123_0012.png	matched	both_upper_lower	1	kan	k	an	kaŋ	55		55	visual_segment_selected_as_lower	kaŋ55	
p123_0012	123	12	五更晓	ng115kan55shiau52	train/images/page_123_0012.png	matched	both_upper_lower	2	shiau	sh	iau	ɕiɤ	52		52	visual_segment_selected_as_lower	ɕiɤ52	
p123_0013	123	13	扁担星	pien335taen55shin52	review/images/page_123_0013.png	low_match	both_upper_lower	0	pien	p	ien	piẽ	335	335		visual_segment_single_tone__lower_null	piẽ335	
p123_0013	123	13	扁担星	pien335taen55shin52	review/images/page_123_0013.png	low_match	both_upper_lower	1	taen	t	aen	tæ̃	55		55	visual_segment_selected_as_lower	tæ̃55	
p123_0013	123	13	扁担星	pien335taen55shin52	review/images/page_123_0013.png	low_match	both_upper_lower	2	shin	sh	in	ɕiŋ	52	52		visual_segment_single_tone__lower_null	ɕiŋ52	
p123_0014	123	14	牛郎星	gnieu11laon55shin52	train/images/page_123_0014.png	matched	no_detected_tone_digits	0	gnieu	gn	ieu	ȵiə	11	11		visual_segment_single_tone__lower_null	ȵiə11	
p123_0014	123	14	牛郎星	gnieu11laon55shin52	train/images/page_123_0014.png	matched	no_detected_tone_digits	1	laon	l	aon	lɒŋ	55	55		visual_segment_single_tone__lower_null	lɒŋ55	
p123_0014	123	14	牛郎星	gnieu11laon55shin52	train/images/page_123_0014.png	matched	no_detected_tone_digits	2	shin	sh	in	ɕiŋ	52	52		visual_segment_single_tone__lower_null	ɕiŋ52	
p123_0015	123	15	纺纱星	faon335so55shin52	train/images/page_123_0015.png	matched	upper_only	0	faon	f	aon	fɒŋ	335	335		visual_segment_single_tone__lower_null	fɒŋ335	
p123_0015	123	15	纺纱星	faon335so55shin52	train/images/page_123_0015.png	matched	upper_only	1	so	s	o	sɒ	55	55		visual_segment_single_tone__lower_null	sɒ55	
p123_0015	123	15	纺纱星	faon335so55shin52	train/images/page_123_0015.png	matched	upper_only	2	shin	sh	in	ɕiŋ	52	52		visual_segment_single_tone__lower_null	ɕiŋ52	
p123_0016	123	16	七簇星	chiq3tshoq5shin52	train/images/page_123_0016.png	matched	both_upper_lower	0	chiq	ch	iq	tɕʰiʔ	3	3		visual_segment_single_tone__lower_null	tɕʰiʔ3	
p123_0016	123	16	七簇星	chiq3tshoq5shin52	train/images/page_123_0016.png	matched	both_upper_lower	1	tshoq	tsh	oq	tsʰoʔ	5		5	visual_segment_selected_as_lower	tsʰoʔ5	
p123_0016	123	16	七簇星	chiq3tshoq5shin52	train/images/page_123_0016.png	matched	both_upper_lower	2	shin	sh	in	ɕiŋ	52		52	visual_segment_selected_as_lower	ɕiŋ52	
p123_0017	123	17	扫帚星	sau33tseu33shin33	review/images/page_123_0017.png	low_match	both_upper_lower	0	sau	s	au	sɤ	33	33		visual_segment_single_tone__lower_null	sɤ33	
p123_0017	123	17	扫帚星	sau33tseu33shin33	review/images/page_123_0017.png	low_match	both_upper_lower	1	tseu	ts	eu	tsə	33	33		visual_segment_single_tone__lower_null	tsə33	
p123_0017	123	17	扫帚星	sau33tseu33shin33	review/images/page_123_0017.png	low_match	both_upper_lower	2	shin	sh	in	ɕiŋ	33		33	visual_segment_selected_as_lower	ɕiŋ33	
p123_0018	123	18	射星	zo11shin11	review/images/page_123_0018.png	weak_match	both_upper_lower	0	zo	z	o	zɒ	11	11		visual_segment_single_tone__lower_null	zɒ11	
p123_0018	123	18	射星	zo11shin11	review/images/page_123_0018.png	weak_match	both_upper_lower	1	shin	sh	in	ɕiŋ	11		11	visual_segment_selected_as_lower	ɕiŋ11	
p123_0019	123	19	天河	thien33gho52	train/images/page_123_0019.png	matched	upper_only	0	thien	th	ien	tʰiẽ	33	33		visual_segment_single_tone__lower_null	tʰiẽ33	
p123_0019	123	19	天河	thien33gho52	train/images/page_123_0019.png	matched	upper_only	1	gho	gh	o	ɦɒ	52	52		visual_segment_single_tone__lower_null	ɦɒ52	
p123_0020	123	20	风	fon52	train/images/page_123_0020.png	matched	upper_only	0	fon	f	on	foŋ	52	52		visual_segment_single_tone__lower_null	foŋ52	
p123_0021	123	21	大风	do11fon11	train/images/page_123_0021.png	matched	both_upper_lower	0	do	d	o	dɒ	11	11		visual_segment_single_tone__lower_null	dɒ11	
p123_0021	123	21	大风	do11fon11	train/images/page_123_0021.png	matched	both_upper_lower	1	fon	f	on	foŋ	11		11	visual_segment_selected_as_lower	foŋ11	
p123_0022	123	22	暴风	pau33fon33	train/images/page_123_0022.png	matched	upper_only	0	pau	p	au	pɤ	33	33		visual_segment_single_tone__lower_null	pɤ33	
p123_0022	123	22	暴风	pau33fon33	train/images/page_123_0022.png	matched	upper_only	1	fon	f	on	foŋ	33	33		visual_segment_single_tone__lower_null	foŋ33	
p123_0023	123	23	风暴	fon33pau55	train/images/page_123_0023.png	matched	upper_only	0	fon	f	on	foŋ	33	33		visual_segment_single_tone__lower_null	foŋ33	
p123_0023	123	23	风暴	fon33pau55	train/images/page_123_0023.png	matched	upper_only	1	pau	p	au	pɤ	55	55		visual_segment_single_tone__lower_null	pɤ55	
p123_0024	123	24	台风	de11fon52	train/images/page_123_0024.png	matched	upper_only	0	de	d	e	dᴇ	11	11		visual_segment_single_tone__lower_null	dᴇ11	
p123_0024	123	24	台风	de11fon52	train/images/page_123_0024.png	matched	upper_only	1	fon	f	on	foŋ	52	52		visual_segment_single_tone__lower_null	foŋ52	
p123_0025	123	25	乌风猛暴	u33fon55man55pau52	train/images/page_123_0025.png	matched	both_upper_lower	0	u		u	u	33		33	visual_segment_selected_as_lower	u33	
p123_0025	123	25	乌风猛暴	u33fon55man55pau52	train/images/page_123_0025.png	matched	both_upper_lower	1	fon	f	on	foŋ	55		55	visual_segment_selected_as_lower	foŋ55	
p123_0025	123	25	乌风猛暴	u33fon55man55pau52	train/images/page_123_0025.png	matched	both_upper_lower	2	man	m	an	maŋ	55	55		visual_segment_single_tone__lower_null	maŋ55	
p123_0025	123	25	乌风猛暴	u33fon55man55pau52	train/images/page_123_0025.png	matched	both_upper_lower	3	pau	p	au	pɤ	52	52		visual_segment_single_tone__lower_null	pɤ52	
p124_0000	124	0	龙风	lon11fon52	review/images/page_124_0000.png	weak_match	both_upper_lower	0	lon	l	on	loŋ	11		11	visual_segment_selected_as_lower	loŋ11	
p124_0000	124	0	龙风	lon11fon52	review/images/page_124_0000.png	weak_match	both_upper_lower	1	fon	f	on	foŋ	52		52	visual_segment_selected_as_lower	foŋ52	
p124_0001	124	1	鬼子头风	ciu335tseq5deu55fon52	train/images/page_124_0001.png	matched	lower_only	0	ciu	c	iu	tɕy	335	335		visual_segment_single_tone__lower_null	tɕy335	
p124_0001	124	1	鬼子头风	ciu335tseq5deu55fon52	train/images/page_124_0001.png	matched	lower_only	1	tseq	ts	eq	tsᴇʔ	5	5		visual_segment_single_tone__lower_null	tsᴇʔ5	
p124_0001	124	1	鬼子头风	ciu335tseq5deu55fon52	train/images/page_124_0001.png	matched	lower_only	2	deu	d	eu	də	55	55		visual_segment_single_tone__lower_null	də55	
p124_0001	124	1	鬼子头风	ciu335tseq5deu55fon52	train/images/page_124_0001.png	matched	lower_only	3	fon	f	on	foŋ	52		52	visual_segment_selected_as_lower	foŋ52	
p124_0002	124	2	顺风	zeen11fon11	train/images/page_124_0002.png	matched	lower_only	0	zeen	z	een	zẽ	11	11		visual_segment_single_tone__lower_null	zẽ11	
p124_0002	124	2	顺风	zeen11fon11	train/images/page_124_0002.png	matched	lower_only	1	fon	f	on	foŋ	11		11	visual_segment_selected_as_lower	foŋ11	
p124_0003	124	3	顶头风	tin335deu55fon52	train/images/page_124_0003.png	matched	both_upper_lower	0	tin	t	in	tiŋ	335	335		visual_segment_single_tone__lower_null	tiŋ335	
p124_0003	124	3	顶头风	tin335deu55fon52	train/images/page_124_0003.png	matched	both_upper_lower	1	deu	d	eu	də	55		55	visual_segment_selected_as_lower	də55	
p124_0003	124	3	顶头风	tin335deu55fon52	train/images/page_124_0003.png	matched	both_upper_lower	2	fon	f	on	foŋ	52	52		visual_segment_single_tone__lower_null	foŋ52	
p124_0004	124	4	斗风	teu335fon52	train/images/page_124_0004.png	matched	both_upper_lower	0	teu	t	eu	tə	335	335		visual_segment_single_tone__lower_null	tə335	
p124_0004	124	4	斗风	teu335fon52	train/images/page_124_0004.png	matched	both_upper_lower	1	fon	f	on	foŋ	52		52	visual_segment_selected_as_lower	foŋ52	
p124_0005	124	5	斗头风	teu335deu55fon52	train/images/page_124_0005.png	matched	both_upper_lower	0	teu	t	eu	tə	335	335		visual_segment_single_tone__lower_null	tə335	
p124_0005	124	5	斗头风	teu335deu55fon52	train/images/page_124_0005.png	matched	both_upper_lower	1	deu	d	eu	də	55		55	visual_segment_selected_as_lower	də55	
p124_0005	124	5	斗头风	teu335deu55fon52	train/images/page_124_0005.png	matched	both_upper_lower	2	fon	f	on	foŋ	52	52		visual_segment_single_tone__lower_null	foŋ52	
p124_0006	124	6	穿堂风	tsheen33daon55fon52	train/images/page_124_0006.png	matched	both_upper_lower	0	tsheen	tsh	een	tsʰẽ	33	33		visual_segment_single_tone__lower_null	tsʰẽ33	
p124_0006	124	6	穿堂风	tsheen33daon55fon52	train/images/page_124_0006.png	matched	both_upper_lower	1	daon	d	aon	dɒŋ	55		55	visual_segment_selected_as_lower	dɒŋ55	
p124_0006	124	6	穿堂风	tsheen33daon55fon52	train/images/page_124_0006.png	matched	both_upper_lower	2	fon	f	on	foŋ	52		52	visual_segment_selected_as_lower	foŋ52	
p124_0007	124	7	云	yoen231	train/images/page_124_0007.png	matched	upper_only	0	yoen		yoen	ɦiø̃	231	231		visual_segment_single_tone__lower_null	ɦiø̃231	
p124_0008	124	8	云头	yoen11deu52	review/images/page_124_0008.png	weak_match	both_upper_lower	0	yoen		yoen	ɦiø̃	11		11	visual_segment_selected_as_lower	ɦiø̃11	
p124_0008	124	8	云头	yoen11deu52	review/images/page_124_0008.png	weak_match	both_upper_lower	1	deu	d	eu	də	52		52	visual_segment_selected_as_lower	də52	
p124_0009	124	9	乌云	u33yoen52	train/images/page_124_0009.png	matched	both_upper_lower	0	u		u	u	33	33		visual_segment_single_tone__lower_null	u33	
p124_0009	124	9	乌云	u33yoen52	train/images/page_124_0009.png	matched	both_upper_lower	1	yoen		yoen	ɦiø̃	52		52	visual_segment_selected_as_lower	ɦiø̃52	
p124_0010	124	10	鱼厣云	yu11ieen55yoen52	review/images/page_124_0010.png	low_match	both_upper_lower	0	yu		yu	ɦy	11		11	visual_segment_selected_as_lower	ɦy11	
p124_0010	124	10	鱼厣云	yu11ieen55yoen52	review/images/page_124_0010.png	low_match	both_upper_lower	1	ieen		ieen	iẽ	55		55	visual_segment_selected_as_lower	iẽ55	
p124_0010	124	10	鱼厣云	yu11ieen55yoen52	review/images/page_124_0010.png	low_match	both_upper_lower	2	yoen		yoen	ɦiø̃	52		52	visual_segment_selected_as_lower	ɦiø̃52	
p124_0011	124	11	瓦爿云	ngo115baen55yoen52	train/images/page_124_0011.png	matched	both_upper_lower	0	ngo	ng	o	ŋɒ	115		115	visual_segment_selected_as_lower	ŋɒ115	
p124_0011	124	11	瓦爿云	ngo115baen55yoen52	train/images/page_124_0011.png	matched	both_upper_lower	1	baen	b	aen	bæ̃	55		55	visual_segment_selected_as_lower	bæ̃55	
p124_0011	124	11	瓦爿云	ngo115baen55yoen52	train/images/page_124_0011.png	matched	both_upper_lower	2	yoen		yoen	ɦiø̃	52		52	visual_segment_selected_as_lower	ɦiø̃52	
p124_0012	124	12	火烧云	hu335sau55yoen52	train/images/page_124_0012.png	matched	both_upper_lower	0	hu	h	u	hu	335	335		visual_segment_single_tone__lower_null	hu335	
p124_0012	124	12	火烧云	hu335sau55yoen52	train/images/page_124_0012.png	matched	both_upper_lower	1	sau	s	au	sɤ	55	55		visual_segment_single_tone__lower_null	sɤ55	
p124_0012	124	12	火烧云	hu335sau55yoen52	train/images/page_124_0012.png	matched	both_upper_lower	2	yoen		yoen	ɦiø̃	52		52	visual_segment_selected_as_lower	ɦiø̃52	
p124_0013	124	13	大雷	do11le11	train/images/page_124_0013.png	matched	both_upper_lower	0	do	d	o	dɒ	11	11		visual_segment_single_tone__lower_null	dɒ11	
p124_0013	124	13	大雷	do11le11	train/images/page_124_0013.png	matched	both_upper_lower	1	le	l	e	lᴇ	11		11	visual_segment_selected_as_lower	lᴇ11	
p124_0014	124	14	大雷公公	do11lo11kuon11kuon11	train/images/page_124_0014.png	matched	lower_only	0	do	d	o	dɒ	11	11		visual_segment_single_tone__lower_null	dɒ11	
p124_0014	124	14	大雷公公	do11lo11kuon11kuon11	train/images/page_124_0014.png	matched	lower_only	1	lo	l	o	lɒ	11	11		visual_segment_single_tone__lower_null	lɒ11	
p124_0014	124	14	大雷公公	do11lo11kuon11kuon11	train/images/page_124_0014.png	matched	lower_only	2	kuon	k	uon	kuoŋ	11		11	visual_segment_selected_as_lower	kuoŋ11	
p124_0014	124	14	大雷公公	do11lo11kuon11kuon11	train/images/page_124_0014.png	matched	lower_only	3	kuon	k	uon	kuoŋ	11	11		visual_segment_single_tone__lower_null	kuoŋ11	
p124_0015	124	15	霹雳雷	phiq3liq5le52	train/images/page_124_0015.png	matched	both_upper_lower	0	phiq	ph	iq	pʰiʔ	3	3		visual_segment_single_tone__lower_null	pʰiʔ3	
p124_0015	124	15	霹雳雷	phiq3liq5le52	train/images/page_124_0015.png	matched	both_upper_lower	1	liq	l	iq	liʔ	5		5	visual_segment_selected_as_lower	liʔ5	
p124_0015	124	15	霹雳雷	phiq3liq5le52	train/images/page_124_0015.png	matched	both_upper_lower	2	le	l	e	lᴇ	52	52		visual_segment_single_tone__lower_null	lᴇ52	
p124_0016	124	16	沉雷	dzeen11le11	review/images/page_124_0016.png	weak_match	both_upper_lower	0	dzeen	dz	een	dzẽ	11		11	visual_segment_selected_as_lower	dzẽ11	
p124_0016	124	16	沉雷	dzeen11le11	review/images/page_124_0016.png	weak_match	both_upper_lower	1	le	l	e	lᴇ	11		11	visual_segment_selected_as_lower	lᴇ11	
p124_0017	124	17	响雷	shian335le52	review/images/page_124_0017.png	weak_match	both_upper_lower	0	shian	sh	ian	ɕiaŋ	335	335		visual_segment_single_tone__lower_null	ɕiaŋ335	
p124_0017	124	17	响雷	shian335le52	review/images/page_124_0017.png	weak_match	both_upper_lower	1	le	l	e	lᴇ	52		52	visual_segment_selected_as_lower	lᴇ52	
p124_0018	124	18	霍闪	huoq3seen55	train/images/page_124_0018.png	matched	both_upper_lower	0	huoq	h	uoq	huoʔ	3	3		visual_segment_single_tone__lower_null	huoʔ3	
p124_0018	124	18	霍闪	huoq3seen55	train/images/page_124_0018.png	matched	both_upper_lower	1	seen	s	een	sẽ	55		55	visual_segment_selected_as_lower	sẽ55	
p124_0019	124	19	霍闪娘娘	huoq3seen55gnian55gnian52	train/images/page_124_0019.png	matched	lower_only	0	huoq	h	uoq	huoʔ	3	3		visual_segment_single_tone__lower_null	huoʔ3	
p124_0019	124	19	霍闪娘娘	huoq3seen55gnian55gnian52	train/images/page_124_0019.png	matched	lower_only	1	seen	s	een	sẽ	55	55		visual_segment_single_tone__lower_null	sẽ55	
p124_0019	124	19	霍闪娘娘	huoq3seen55gnian55gnian52	train/images/page_124_0019.png	matched	lower_only	2	gnian	gn	ian	ȵiaŋ	55	55		visual_segment_single_tone__lower_null	ȵiaŋ55	
p124_0019	124	19	霍闪娘娘	huoq3seen55gnian55gnian52	train/images/page_124_0019.png	matched	lower_only	3	gnian	gn	ian	ȵiaŋ	52		52	visual_segment_selected_as_lower	ȵiaŋ52	
p124_0020	124	20	鲎	heu33	review/images/page_124_0020.png	low_match	no_detected_tone_digits	0	heu	h	eu	hə	33	33		visual_segment_single_tone__lower_null	hə33	
p124_0021	124	21	雨	yu113	train/images/page_124_0021.png	matched	upper_only	0	yu		yu	ɦy	113	113		visual_segment_single_tone__lower_null	ɦy113	
p124_0022	124	22	大雨	do11yu11	train/images/page_124_0022.png	matched	both_upper_lower	0	do	d	o	dɒ	11	11		visual_segment_single_tone__lower_null	dɒ11	
p124_0022	124	22	大雨	do11yu11	train/images/page_124_0022.png	matched	both_upper_lower	1	yu		yu	ɦy	11		11	visual_segment_selected_as_lower	ɦy11	
p124_0023	124	23	呆大雨	nge11do55yu52	train/images/page_124_0023.png	matched	both_upper_lower	0	nge	ng	e	ŋᴇ	11	11		visual_segment_single_tone__lower_null	ŋᴇ11	
p124_0023	124	23	呆大雨	nge11do55yu52	train/images/page_124_0023.png	matched	both_upper_lower	1	do	d	o	dɒ	55		55	visual_segment_selected_as_lower	dɒ55	
p124_0023	124	23	呆大雨	nge11do55yu52	train/images/page_124_0023.png	matched	both_upper_lower	2	yu		yu	ɦy	52		52	visual_segment_selected_as_lower	ɦy52	
p124_0024	124	24	阵头	dzeen11deu11	train/images/page_124_0024.png	matched	both_upper_lower	0	dzeen	dz	een	dzẽ	11		11	visual_segment_selected_as_lower	dzẽ11	
p124_0024	124	24	阵头	dzeen11deu11	train/images/page_124_0024.png	matched	both_upper_lower	1	deu	d	eu	də	11		11	visual_segment_selected_as_lower	də11	
p124_0025	124	25	赶狗阵	keen335keu55dzeen52	train/images/page_124_0025.png	matched	both_upper_lower	0	keen	k	een	kẽ	335	335		visual_segment_single_tone__lower_null	kẽ335	
p124_0025	124	25	赶狗阵	keen335keu55dzeen52	train/images/page_124_0025.png	matched	both_upper_lower	1	keu	k	eu	kə	55	55		visual_segment_single_tone__lower_null	kə55	
p124_0025	124	25	赶狗阵	keen335keu55dzeen52	train/images/page_124_0025.png	matched	both_upper_lower	2	dzeen	dz	een	dzẽ	52		52	visual_segment_selected_as_lower	dzẽ52	
p124_0026	124	26	时雨	zy11yu55		unmatched	no_image	0	zy	z	y	zɿ	11	11		tone_position_unknown__lower_null	zɿ11	
p124_0026	124	26	时雨	zy11yu55		unmatched	no_image	1	yu		yu	ɦy	55	55		tone_position_unknown__lower_null	ɦy55	
p125_0000	125	0	毛稍雨	mau11sau55yu52	train/images/page_125_0000.png	matched	both_upper_lower	0	mau	m	au	mɤ	11		11	visual_segment_selected_as_lower	mɤ11	
p125_0000	125	0	毛稍雨	mau11sau55yu52	train/images/page_125_0000.png	matched	both_upper_lower	1	sau	s	au	sɤ	55		55	visual_segment_selected_as_lower	sɤ55	
p125_0000	125	0	毛稍雨	mau11sau55yu52	train/images/page_125_0000.png	matched	both_upper_lower	2	yu		yu	ɦy	52		52	visual_segment_selected_as_lower	ɦy52	
p125_0001	125	1	磨碎雨	mo11se55yu52	train/images/page_125_0001.png	matched	both_upper_lower	0	mo	m	o	mɒ	11		11	visual_segment_selected_as_lower	mɒ11	
p125_0001	125	1	磨碎雨	mo11se55yu52	train/images/page_125_0001.png	matched	both_upper_lower	1	se	s	e	sᴇ	55		55	visual_segment_selected_as_lower	sᴇ55	
p125_0001	125	1	磨碎雨	mo11se55yu52	train/images/page_125_0001.png	matched	both_upper_lower	2	yu		yu	ɦy	52		52	visual_segment_selected_as_lower	ɦy52	
p125_0002	125	2	雨毛丝	yu115mau55sy52	train/images/page_125_0002.png	matched	both_upper_lower	0	yu		yu	ɦy	115		115	visual_segment_selected_as_lower	ɦy115	
p125_0002	125	2	雨毛丝	yu115mau55sy52	train/images/page_125_0002.png	matched	both_upper_lower	1	mau	m	au	mɤ	55		55	visual_segment_selected_as_lower	mɤ55	
p125_0002	125	2	雨毛丝	yu115mau55sy52	train/images/page_125_0002.png	matched	both_upper_lower	2	sy	s	y	sɿ	52	52		visual_segment_single_tone__lower_null	sɿ52	
p125_0003	125	3	雨点	yu115tien52	train/images/page_125_0003.png	matched	both_upper_lower	0	yu		yu	ɦy	115		115	visual_segment_selected_as_lower	ɦy115	
p125_0003	125	3	雨点	yu115tien52	train/images/page_125_0003.png	matched	both_upper_lower	1	tien	t	ien	tiẽ	52		52	visual_segment_selected_as_lower	tiẽ52	
p125_0004	125	4	雨脚	yu115ciaq54	review/images/page_125_0004.png	weak_match	both_upper_lower	0	yu		yu	ɦy	115		115	visual_segment_selected_as_lower	ɦy115	
p125_0004	125	4	雨脚	yu115ciaq54	review/images/page_125_0004.png	weak_match	both_upper_lower	1	ciaq	c	iaq	tɕiaʔ	54		54	visual_segment_selected_as_lower	tɕiaʔ54	
p125_0005	125	5	雾露	wu11lu11	review/images/page_125_0005.png	low_match	upper_only	0	wu	w	u	ɦu	11	11		visual_segment_single_tone__lower_null	ɦu11	
p125_0005	125	5	雾露	wu11lu11	review/images/page_125_0005.png	low_match	upper_only	1	lu	l	u	lu	11	11		visual_segment_single_tone__lower_null	lu11	
p125_0006	125	6	雾气	wu11chi11	review/images/page_125_0006.png	weak_match	both_upper_lower	0	wu	w	u	ɦu	11	11		visual_segment_single_tone__lower_null	ɦu11	
p125_0006	125	6	雾气	wu11chi11	review/images/page_125_0006.png	weak_match	both_upper_lower	1	chi	ch	i	tɕʰi	11		11	visual_segment_selected_as_lower	tɕʰi11	
p125_0007	125	7	露水	lu11sy11	review/images/page_125_0007.png	weak_match	both_upper_lower	0	lu	l	u	lu	11	11		visual_segment_single_tone__lower_null	lu11	
